Time(s)	Displ(microns)	Friction	Effective_Normal_stress(MPa)
11746.263000	10046.372964	0.608593	19.958305
11746.264000	10045.536596	0.607824	19.968847
11746.265000	10046.393437	0.608250	19.959907
11746.266000	10046.224136	0.608805	19.946290
11746.267000	10046.039750	0.608664	19.957061
11746.268000	10046.521197	0.608756	19.958275
11746.269000	10046.626414	0.608410	19.958137
11746.270000	10047.018924	0.608580	19.955780
11746.271000	10046.965885	0.609221	19.947663
11746.272000	10046.803232	0.609849	19.946710
11746.273000	10047.155189	0.610031	19.962516
11746.274000	10047.434848	0.610087	19.948014
11746.275000	10047.929673	0.609833	19.957893
11746.276000	10047.661881	0.609971	19.959197
11746.277000	10047.961081	0.609864	19.960136
11746.278000	10048.390887	0.609405	19.957954
11746.279000	10048.425157	0.609395	19.948746
11746.280000	10048.105462	0.609087	19.960174
11746.281000	10047.793714	0.608464	19.965132
11746.282000	10048.666049	0.608115	19.969961
11746.283000	10048.662022	0.609026	19.951508
11746.284000	10047.665751	0.608930	19.949837
11746.285000	10048.647124	0.607991	19.959640
11746.286000	10048.486631	0.607228	19.972051
11746.287000	10048.772024	0.607578	19.960342
11746.288000	10048.965701	0.608041	19.951767
11746.289000	10048.690991	0.607156	19.952889
11746.290000	10048.771861	0.607018	19.953499
11746.291000	10048.547221	0.606918	19.962089
11746.292000	10049.088701	0.607425	19.959075
11746.293000	10049.045654	0.607966	19.944825
11746.294000	10049.216647	0.607581	19.950509
11746.295000	10049.165898	0.606991	19.966811
11746.296000	10049.554114	0.607325	19.970091
11746.297000	10049.695546	0.607783	19.957328
11746.298000	10050.300147	0.608207	19.949555
11746.299000	10049.915336	0.607692	19.952485
11746.300000	10050.041925	0.608053	19.948258
11746.301000	10050.171402	0.607781	19.965880
11746.302000	10050.185305	0.608162	19.958381
11746.303000	10050.475575	0.608629	19.946420
11746.304000	10050.339896	0.607895	19.948518
11746.305000	10049.547683	0.607707	19.957283
11746.306000	10050.204591	0.607986	19.957588
11746.307000	10050.259945	0.608297	19.947694
11746.308000	10050.284922	0.607449	19.964140
11746.309000	10050.764698	0.607442	19.955047
11746.310000	10051.123626	0.607557	19.955292
11746.311000	10051.027815	0.607606	19.966467
11746.312000	10051.393826	0.607996	19.966071
11746.313000	10051.018433	0.608186	19.972410
11746.314000	10051.269724	0.608971	19.959899
11746.315000	10051.290070	0.608951	19.951966
11746.316000	10051.278999	0.609621	19.948853
11746.317000	10051.597749	0.608873	19.963072
11746.318000	10051.444617	0.608941	19.954498
11746.319000	10051.877163	0.608812	19.947038
11746.320000	10052.557622	0.608963	19.945825
11746.321000	10052.276830	0.608479	19.954178
11746.322000	10052.217576	0.608416	19.968245
11746.323000	10052.345081	0.609137	19.957245
11746.324000	10052.503677	0.609105	19.958984
11746.325000	10052.594210	0.608756	19.958755
11746.326000	10052.584724	0.608635	19.957023
11746.327000	10052.687231	0.607928	19.967093
11746.328000	10052.527492	0.607905	19.963774
11746.329000	10052.992475	0.607870	19.959952
11746.330000	10052.646809	0.607424	19.965506
11746.331000	10052.836579	0.607413	19.963507
11746.332000	10053.370965	0.607613	19.964171
11746.333000	10053.469529	0.607691	19.969267
11746.334000	10053.617249	0.607835	19.962691
11746.335000	10053.622113	0.608482	19.944512
11746.336000	10054.006694	0.608179	19.953163
11746.337000	10053.888451	0.607941	19.958625
11746.338000	10053.879911	0.608069	19.959144
11746.339000	10053.472014	0.607867	19.954338
11746.340000	10053.920591	0.607434	19.948906
11746.341000	10053.885392	0.607614	19.947572
11746.342000	10054.142056	0.607766	19.947709
11746.343000	10054.221819	0.607624	19.956443
11746.344000	10054.588736	0.607456	19.954582
11746.345000	10053.939845	0.607781	19.952774
11746.346000	10054.442083	0.608273	19.947427
11746.347000	10054.694552	0.607688	19.952988
11746.348000	10054.575056	0.607314	19.962569
11746.349000	10054.935841	0.607532	19.956008
11746.350000	10054.531611	0.607023	19.969854
11746.351000	10054.792658	0.607364	19.969053
11746.352000	10054.909672	0.607988	19.963408
11746.353000	10055.189663	0.608376	19.954674
11746.354000	10055.481838	0.608104	19.960517
11746.355000	10055.160117	0.607941	19.967215
11746.356000	10055.648409	0.608084	19.963858
11746.357000	10055.657507	0.608386	19.963317
11746.358000	10055.831908	0.608644	19.950692
11746.359000	10055.726402	0.608226	19.951286
11746.360000	10056.299633	0.608074	19.959625
11746.361000	10055.500879	0.608261	19.959312
11746.362000	10055.981179	0.608545	19.959274
11746.363000	10055.812505	0.609045	19.952622
11746.364000	10056.879814	0.609010	19.946191
11746.365000	10056.252525	0.608899	19.938570
11746.366000	10056.629310	0.608326	19.957954
11746.367000	10056.928341	0.608514	19.957717
11746.368000	10056.560136	0.608824	19.945176
11746.369000	10056.523320	0.608489	19.950135
11746.370000	10056.354639	0.607943	19.970358
11746.371000	10056.568943	0.607824	19.960746
11746.372000	10057.139966	0.607659	19.976560
11746.373000	10057.363944	0.608134	19.965926
11746.374000	10057.466375	0.607962	19.972349
11746.375000	10057.339916	0.608182	19.960418
11746.376000	10057.772189	0.608292	19.965071
11746.377000	10057.612436	0.608442	19.966963
11746.378000	10057.598628	0.609089	19.948136
11746.379000	10057.972945	0.608477	19.955170
11746.380000	10057.849970	0.607861	19.961982
11746.381000	10057.942573	0.608649	19.944276
11746.382000	10058.051154	0.608794	19.951599
11746.383000	10058.115461	0.608725	19.957199
11746.384000	10058.145162	0.608580	19.953171
11746.385000	10058.811657	0.608542	19.956642
11746.386000	10058.469346	0.608985	19.947229
11746.387000	10058.379066	0.608877	19.949433
11746.388000	10058.550651	0.608671	19.945970
11746.389000	10058.694400	0.608007	19.956505
11746.390000	10058.630460	0.608409	19.953178
11746.391000	10059.083264	0.608240	19.951889
11746.392000	10058.761674	0.608420	19.951241
11746.393000	10059.266683	0.608174	19.969198
11746.394000	10058.888549	0.608870	19.951905
11746.395000	10059.345445	0.608683	19.955612
11746.396000	10059.251410	0.608256	19.972089
11746.397000	10059.890340	0.608680	19.965163
11746.398000	10059.492176	0.608421	19.960349
11746.399000	10060.173897	0.608276	19.964758
11746.400000	10059.999598	0.608967	19.946702
11746.401000	10060.141197	0.608398	19.970015
11746.402000	10060.108825	0.608123	19.973287
11746.403000	10060.426692	0.608743	19.960936
11746.404000	10060.794427	0.608833	19.958610
11746.405000	10060.492629	0.608958	19.953438
11746.406000	10061.075505	0.608659	19.965285
11746.407000	10060.976808	0.608156	19.968237
11746.408000	10060.602825	0.608066	19.962767
11746.409000	10060.560258	0.608121	19.949837
11746.410000	10060.460824	0.607708	19.959136
11746.411000	10061.115303	0.607367	19.968641
11746.412000	10061.176600	0.607829	19.959251
11746.413000	10060.758446	0.608239	19.943910
11746.414000	10061.452504	0.607915	19.948060
11746.415000	10061.528698	0.607861	19.955185
11746.416000	10061.725976	0.608368	19.951294
11746.417000	10062.094338	0.608305	19.948243
11746.418000	10062.066816	0.608660	19.932879
11746.419000	10061.586195	0.608246	19.945268
11746.420000	10062.151946	0.607755	19.952103
11746.421000	10061.802697	0.607843	19.953796
11746.422000	10061.918450	0.608193	19.949875
11746.423000	10062.368397	0.608183	19.947244
11746.424000	10062.081469	0.607274	19.973088
11746.425000	10062.548460	0.607709	19.962775
11746.426000	10062.624046	0.607676	19.954651
11746.427000	10062.383545	0.607615	19.961860
11746.428000	10062.162748	0.607224	19.974591
11746.429000	10062.773819	0.607391	19.964118
11746.430000	10062.803891	0.607225	19.965056
11746.431000	10063.017005	0.607348	19.961944
11746.432000	10062.507766	0.607657	19.966322
11746.433000	10063.287903	0.607600	19.979039
11746.434000	10063.513578	0.607848	19.962600
11746.435000	10063.940890	0.608374	19.967482
11746.436000	10063.897558	0.608476	19.960853
11746.437000	10063.709162	0.608291	19.963164
11746.438000	10063.804286	0.608671	19.948159
11746.439000	10064.351739	0.608613	19.947350
11746.440000	10063.933593	0.608473	19.958457
11746.441000	10063.967909	0.608104	19.955520
11746.442000	10064.209240	0.608104	19.957359
11746.443000	10063.943133	0.608272	19.945947
11746.444000	10064.465106	0.608340	19.942728
11746.445000	10064.757935	0.608386	19.947274
11746.446000	10064.351035	0.608101	19.942194
11746.447000	10064.352365	0.608016	19.945802
11746.448000	10064.639527	0.608029	19.942796
11746.449000	10064.831978	0.607655	19.949410
11746.450000	10065.270726	0.607642	19.950958
11746.451000	10065.031653	0.607531	19.958595
11746.452000	10065.024569	0.607597	19.960944
11746.453000	10065.746032	0.607665	19.966399
11746.454000	10065.454651	0.608044	19.966063
11746.455000	10065.391824	0.607916	19.965697
11746.456000	10065.428355	0.607555	19.977322
11746.457000	10065.184833	0.607353	19.980725
11746.458000	10065.866237	0.607614	19.970953
11746.459000	10066.146052	0.607271	19.974393
11746.460000	10066.209237	0.606974	19.964705
11746.461000	10066.135731	0.607028	19.976079
11746.462000	10066.364217	0.607420	19.968412
11746.463000	10066.550357	0.608077	19.962134
11746.464000	10066.252921	0.608188	19.952782
11746.465000	10066.593265	0.608285	19.951401
11746.466000	10066.318674	0.608532	19.947557
11746.467000	10066.669819	0.607934	19.945787
11746.468000	10065.998613	0.607661	19.951386
11746.469000	10066.757375	0.608051	19.942179
11746.470000	10067.135606	0.607894	19.935793
11746.471000	10066.887353	0.607957	19.934840
11746.472000	10066.760779	0.607866	19.946549
11746.473000	10067.245274	0.608375	19.945481
11746.474000	10067.444591	0.608407	19.943765
11746.475000	10068.028118	0.608890	19.936610
11746.476000	10067.101396	0.608837	19.938197
11746.477000	10067.644968	0.608248	19.960685
11746.478000	10067.646934	0.608241	19.950531
11746.479000	10067.553093	0.608234	19.959090
11746.480000	10068.023919	0.607881	19.959861
11746.481000	10066.998056	0.607682	19.964347
11746.482000	10067.654418	0.607780	19.969900
11746.483000	10068.546613	0.607740	19.976056
11746.484000	10068.257625	0.608052	19.978200
11746.485000	10068.346191	0.608134	19.972760
11746.486000	10068.014559	0.608143	19.973745
11746.487000	10068.485314	0.608483	19.970640
11746.488000	10068.601109	0.608488	19.968596
11746.489000	10068.804802	0.608204	19.973119
11746.490000	10069.029557	0.607802	19.968115
11746.491000	10068.879545	0.608031	19.962073
11746.492000	10068.824556	0.608893	19.959540
11746.493000	10069.497479	0.609148	19.963119
11746.494000	10069.489306	0.609258	19.949700
11746.495000	10069.470900	0.609318	19.947450
11746.496000	10070.114690	0.609590	19.944589
11746.497000	10069.822052	0.609429	19.943719
11746.498000	10069.188510	0.609065	19.944551
11746.499000	10069.905703	0.608728	19.945077
11746.500000	10069.255492	0.608784	19.948312
11746.501000	10069.617967	0.608471	19.952400
11746.502000	10070.645857	0.608388	19.959113
11746.503000	10070.158938	0.608558	19.945588
11746.504000	10070.308632	0.608213	19.953568
11746.505000	10070.397841	0.608261	19.959830
11746.506000	10070.963269	0.608200	19.958137
11746.507000	10070.668788	0.608420	19.964552
11746.508000	10070.798518	0.608483	19.958641
11746.509000	10070.566011	0.608330	19.962432
11746.510000	10070.480253	0.607867	19.965636
11746.511000	10071.412796	0.607817	19.966483
11746.512000	10071.544322	0.608116	19.964354
11746.513000	10071.642505	0.608091	19.958144
11746.514000	10070.861267	0.607665	19.974241
11746.515000	10071.610094	0.608171	19.961669
11746.516000	10071.602785	0.608464	19.960624
11746.517000	10071.516030	0.607814	19.972448
11746.518000	10071.920221	0.607778	19.962111
11746.519000	10071.979020	0.607449	19.960601
11746.520000	10072.000527	0.607505	19.959510
11746.521000	10071.977735	0.608028	19.948197
11746.522000	10071.687297	0.607966	19.955406
11746.523000	10072.286177	0.608339	19.951172
11746.524000	10072.665961	0.608606	19.940538
11746.525000	10072.520289	0.608403	19.946534
11746.526000	10071.751517	0.608443	19.945115
11746.527000	10072.753420	0.608139	19.946206
11746.528000	10072.949706	0.607953	19.946702
11746.529000	10072.864096	0.608182	19.949410
11746.530000	10072.856845	0.607925	19.947045
11746.531000	10073.042906	0.607843	19.947251
11746.532000	10073.557145	0.608392	19.941523
11746.533000	10073.200843	0.608153	19.964369
11746.534000	10073.075388	0.608230	19.963042
11746.535000	10073.331261	0.607988	19.957183
11746.536000	10073.503259	0.608165	19.962791
11746.537000	10073.785689	0.608129	19.963751
11746.538000	10073.765961	0.607605	19.973875
11746.539000	10074.243879	0.607074	19.971029
11746.540000	10073.771163	0.607325	19.968107
11746.541000	10073.622633	0.608064	19.959960
11746.542000	10073.928601	0.607463	19.986171
11746.543000	10074.016355	0.607624	19.975537
11746.544000	10074.745063	0.607857	19.966055
11746.545000	10074.626640	0.607722	19.965239
11746.546000	10074.218898	0.608177	19.956108
11746.547000	10075.034302	0.608282	19.950493
11746.548000	10075.099622	0.608226	19.956619
11746.549000	10074.769192	0.608776	19.939295
11746.550000	10074.685859	0.608768	19.934779
11746.551000	10075.253015	0.608160	19.945230
11746.552000	10075.236223	0.608347	19.945413
11746.553000	10075.680334	0.609163	19.929050
11746.554000	10074.881902	0.608544	19.947549
11746.555000	10075.713223	0.608067	19.954612
11746.556000	10075.491611	0.608126	19.948007
11746.557000	10075.134227	0.608252	19.952515
11746.558000	10075.849160	0.608052	19.955124
11746.559000	10076.001101	0.607146	19.962111
11746.560000	10076.233816	0.606865	19.964530
11746.561000	10075.633793	0.607168	19.970968
11746.562000	10075.851640	0.607386	19.962378
11746.563000	10076.548026	0.607563	19.963309
11746.564000	10075.919384	0.607567	19.966994
11746.565000	10076.274131	0.607903	19.969938
11746.566000	10076.350159	0.607890	19.959464
11746.567000	10076.580766	0.607941	19.957489
11746.568000	10076.474165	0.607941	19.963736
11746.569000	10076.690514	0.607798	19.963790
11746.570000	10077.294137	0.607648	19.956993
11746.571000	10077.100442	0.608066	19.958503
11746.572000	10077.226837	0.608627	19.957229
11746.573000	10077.374364	0.609039	19.952385
11746.574000	10077.482411	0.608579	19.962981
11746.575000	10078.044160	0.608769	19.958854
11746.576000	10077.722532	0.609168	19.951531
11746.577000	10077.683545	0.608531	19.958564
11746.578000	10077.452744	0.608092	19.956008
11746.579000	10077.750118	0.607484	19.969335
11746.580000	10077.559414	0.607555	19.972333
11746.581000	10077.889652	0.608044	19.953675
11746.582000	10077.899013	0.608111	19.944848
11746.583000	10078.112364	0.607958	19.959617
11746.584000	10078.293031	0.607714	19.963332
11746.585000	10077.942256	0.608441	19.950257
11746.586000	10078.363699	0.608273	19.955551
11746.587000	10077.865702	0.608418	19.953743
11746.588000	10078.261222	0.608819	19.942827
11746.589000	10078.332798	0.608074	19.959548
11746.590000	10079.001312	0.607881	19.960662
11746.591000	10078.936987	0.608037	19.960158
11746.592000	10079.208335	0.608526	19.964255
11746.593000	10079.024886	0.609425	19.955330
11746.594000	10079.858824	0.609326	19.960578
11746.595000	10079.368910	0.609806	19.956199
11746.596000	10079.782751	0.610282	19.946122
11746.597000	10079.827046	0.609820	19.951226
11746.598000	10080.143427	0.609327	19.955780
11746.599000	10080.207592	0.609335	19.955948
11746.600000	10080.129806	0.608568	19.966124
11746.601000	10080.442966	0.608322	19.969168
11746.602000	10080.644794	0.609075	19.949997
11746.603000	10080.190835	0.608619	19.954048
11746.604000	10080.222927	0.608157	19.959220
11746.605000	10080.762067	0.608105	19.962851
11746.606000	10080.510680	0.607954	19.959571
11746.607000	10080.364531	0.607630	19.959388
11746.608000	10081.080186	0.607514	19.959899
11746.609000	10080.608238	0.607307	19.954765
11746.610000	10080.693354	0.606565	19.967169
11746.611000	10080.891853	0.606947	19.960319
11746.612000	10080.783182	0.607158	19.953216
11746.613000	10081.459229	0.607605	19.948929
11746.614000	10081.517685	0.607149	19.964194
11746.615000	10081.338558	0.607086	19.965842
11746.616000	10081.522311	0.607561	19.956795
11746.617000	10081.472137	0.607758	19.953377
11746.618000	10081.527508	0.608139	19.945657
11746.619000	10081.443083	0.607603	19.955528
11746.620000	10082.092992	0.607500	19.955970
11746.621000	10081.850244	0.607561	19.952354
11746.622000	10082.536964	0.607975	19.950829
11746.623000	10082.762210	0.608192	19.950509
11746.624000	10082.460290	0.608233	19.953079
11746.625000	10082.788816	0.608593	19.948968
11746.626000	10082.967631	0.608749	19.948884
11746.627000	10082.755757	0.608593	19.953446
11746.628000	10083.104833	0.607786	19.966498
11746.629000	10083.320345	0.607738	19.960380
11746.630000	10082.989331	0.607331	19.971799
11746.631000	10083.569841	0.607846	19.959564
11746.632000	10083.694388	0.607646	19.955459
11746.633000	10082.846004	0.607670	19.963301
11746.634000	10083.755738	0.607438	19.956649
11746.635000	10084.189143	0.607514	19.954940
11746.636000	10083.386238	0.607738	19.954490
11746.637000	10083.848186	0.607248	19.955734
11746.638000	10084.323371	0.606900	19.961105
11746.639000	10083.968763	0.607026	19.942857
11746.640000	10083.119339	0.606295	19.960158
11746.641000	10083.369142	0.606621	19.955993
11746.642000	10084.000417	0.607176	19.947533
11746.643000	10083.985795	0.606949	19.953323
11746.644000	10083.436623	0.606891	19.960288
11746.645000	10084.114257	0.607341	19.946664
11746.646000	10084.217452	0.606885	19.954124
11746.647000	10084.265407	0.607381	19.957702
11746.648000	10084.717702	0.607763	19.962378
11746.649000	10084.271555	0.607209	19.971701
11746.650000	10084.664451	0.607380	19.963660
11746.651000	10084.509616	0.607960	19.972295
11746.652000	10085.507828	0.609108	19.958328
11746.653000	10085.674092	0.608711	19.969221
11746.654000	10085.742339	0.608994	19.967741
11746.655000	10085.307439	0.609739	19.955139
11746.656000	10085.619097	0.609723	19.968687
11746.657000	10085.644293	0.609396	19.972890
11746.658000	10085.729155	0.609065	19.971433
11746.659000	10085.280777	0.609090	19.958427
11746.660000	10085.901534	0.608564	19.959945
11746.661000	10086.026457	0.608629	19.956367
11746.662000	10086.333492	0.609192	19.948815
11746.663000	10085.977617	0.608980	19.952721
11746.664000	10086.719945	0.609198	19.944421
11746.665000	10086.149600	0.608917	19.950318
11746.666000	10086.144709	0.609229	19.948953
11746.667000	10087.026734	0.609359	19.944703
11746.668000	10086.666326	0.608769	19.947396
11746.669000	10086.672858	0.608366	19.946481
11746.670000	10087.552702	0.608368	19.955406
11746.671000	10087.768906	0.608387	19.956665
11746.672000	10087.320767	0.608610	19.950417
11746.673000	10087.376874	0.609017	19.956314
11746.674000	10087.417289	0.608628	19.965910
11746.675000	10087.005968	0.607897	19.972204
11746.676000	10087.699915	0.608606	19.959381
11746.677000	10087.539855	0.608212	19.961913
11746.678000	10087.873798	0.607577	19.962470
11746.679000	10087.887690	0.607316	19.964163
11746.680000	10087.931861	0.607077	19.965491
11746.681000	10088.457548	0.607064	19.968535
11746.682000	10088.382948	0.607316	19.968992
11746.683000	10087.778489	0.607924	19.958686
11746.684000	10088.191092	0.608118	19.948533
11746.685000	10088.337045	0.608086	19.953087
11746.686000	10088.878161	0.607909	19.961318
11746.687000	10088.930760	0.607600	19.961249
11746.688000	10088.442652	0.607504	19.957992
11746.689000	10088.376877	0.607592	19.951531
11746.690000	10088.666813	0.607567	19.951889
11746.691000	10088.743283	0.607721	19.962470
11746.692000	10088.834521	0.607688	19.960952
11746.693000	10088.985056	0.608060	19.951455
11746.694000	10089.036873	0.608093	19.944497
11746.695000	10089.298027	0.607867	19.953842
11746.696000	10089.506251	0.608997	19.940455
11746.697000	10090.215239	0.608490	19.958061
11746.698000	10089.755727	0.608363	19.955543
11746.699000	10089.276084	0.608455	19.955818
11746.700000	10089.857996	0.608466	19.956016
11746.701000	10090.450155	0.608498	19.961814
11746.702000	10090.078714	0.608807	19.967741
11746.703000	10089.987852	0.608669	19.971197
11746.704000	10090.069253	0.608985	19.956680
11746.705000	10090.449501	0.608758	19.958564
11746.706000	10090.506592	0.609013	19.966505
11746.707000	10090.619152	0.608619	19.968237
11746.708000	10090.279365	0.608128	19.968885
11746.709000	10091.178743	0.608090	19.955071
11746.710000	10091.390306	0.608162	19.959396
11746.711000	10091.281167	0.608676	19.956467
11746.712000	10090.939564	0.608450	19.968138
11746.713000	10091.209451	0.608674	19.961845
11746.714000	10091.848332	0.609111	19.955993
11746.715000	10091.683351	0.609222	19.959266
11746.716000	10091.513510	0.608750	19.954864
11746.717000	10091.736215	0.608424	19.962241
11746.718000	10091.560648	0.608357	19.952324
11746.719000	10091.758036	0.608241	19.951950
11746.720000	10091.704394	0.607589	19.962782
11746.721000	10091.903342	0.607990	19.948655
11746.722000	10091.847775	0.607960	19.952393
11746.723000	10091.744570	0.608522	19.945466
11746.724000	10092.048325	0.608328	19.946977
11746.725000	10092.830575	0.608001	19.954132
11746.726000	10092.629783	0.608106	19.956039
11746.727000	10092.743361	0.608343	19.943986
11746.728000	10092.061163	0.608526	19.943056
11746.729000	10092.676166	0.608215	19.955742
11746.730000	10092.814646	0.607898	19.965880
11746.731000	10092.992308	0.607725	19.975721
11746.732000	10092.835759	0.608396	19.961883
11746.733000	10093.221632	0.608317	19.964049
11746.734000	10093.736560	0.608161	19.973646
11746.735000	10093.072790	0.608564	19.962813
11746.736000	10093.300256	0.608928	19.961021
11746.737000	10093.739101	0.608750	19.963957
11746.738000	10093.720888	0.608202	19.971159
11746.739000	10094.158382	0.608302	19.967642
11746.740000	10094.121375	0.607970	19.971098
11746.741000	10094.253866	0.608275	19.958381
11746.742000	10094.516458	0.608576	19.958595
11746.743000	10094.063292	0.609050	19.955528
11746.744000	10094.296169	0.609230	19.954132
11746.745000	10094.679321	0.609479	19.944947
11746.746000	10094.591588	0.608921	19.951676
11746.747000	10094.658645	0.608488	19.958923
11746.748000	10094.813620	0.608741	19.950654
11746.749000	10094.431663	0.608319	19.942651
11746.750000	10094.884241	0.608296	19.939158
11746.751000	10094.873095	0.608289	19.945398
11746.752000	10095.286450	0.608436	19.940904
11746.753000	10095.318692	0.608528	19.940241
11746.754000	10095.322716	0.608310	19.945893
11746.755000	10095.691500	0.607972	19.969480
11746.756000	10095.811411	0.607862	19.958747
11746.757000	10096.204436	0.607635	19.966704
11746.758000	10095.620570	0.608017	19.962027
11746.759000	10095.976736	0.607447	19.967772
11746.760000	10095.618796	0.606980	19.980626
11746.761000	10095.605509	0.607339	19.972913
11746.762000	10096.107240	0.608083	19.958534
11746.763000	10096.530154	0.607968	19.965338
11746.764000	10096.513746	0.608051	19.959846
11746.765000	10096.132995	0.608069	19.954651
11746.766000	10096.514666	0.607882	19.960967
11746.767000	10096.936037	0.608059	19.958915
11746.768000	10096.709976	0.608043	19.961966
11746.769000	10096.763609	0.607457	19.967520
11746.770000	10096.730655	0.607644	19.956390
11746.771000	10096.955347	0.607830	19.945474
11746.772000	10097.264099	0.608559	19.941492
11746.773000	10097.353170	0.608717	19.944230
11746.774000	10097.549904	0.607848	19.958472
11746.775000	10097.004656	0.608053	19.944452
11746.776000	10096.811772	0.608293	19.951882
11746.777000	10097.558480	0.608541	19.956764
11746.778000	10098.151632	0.608019	19.960441
11746.779000	10097.108186	0.607432	19.962073
11746.780000	10097.102895	0.607347	19.965514
11746.781000	10097.804580	0.607722	19.954842
11746.782000	10097.634534	0.607905	19.967695
11746.783000	10097.992817	0.608466	19.967489
11746.784000	10098.572235	0.608518	19.965559
11746.785000	10098.334741	0.608379	19.956008
11746.786000	10098.476500	0.608675	19.960296
11746.787000	10099.122305	0.609467	19.969068
11746.788000	10098.535566	0.609499	19.962966
11746.789000	10097.961587	0.609156	19.956360
11746.790000	10099.149413	0.608777	19.958472
11746.791000	10099.557742	0.609167	19.959396
11746.792000	10099.377902	0.609631	19.953026
11746.793000	10098.908550	0.609057	19.960624
11746.794000	10099.620452	0.608970	19.953117
11746.795000	10099.664372	0.609012	19.947838
11746.796000	10099.373935	0.609328	19.957000
11746.797000	10100.040723	0.609300	19.947633
11746.798000	10099.983406	0.609029	19.943300
11746.799000	10099.766469	0.607966	19.963759
11746.800000	10099.503175	0.608382	19.960647
11746.801000	10100.111561	0.608631	19.945344
11746.802000	10100.230010	0.608019	19.958259
11746.803000	10100.278570	0.608150	19.957672
11746.804000	10100.330004	0.608286	19.956939
11746.805000	10100.779151	0.608047	19.959777
11746.806000	10100.278257	0.607825	19.957573
11746.807000	10100.209564	0.608050	19.954010
11746.808000	10100.973858	0.608099	19.955238
11746.809000	10101.242070	0.607617	19.955063
11746.810000	10101.440533	0.607319	19.957672
11746.811000	10101.273061	0.607844	19.951096
11746.812000	10101.163226	0.607654	19.957740
11746.813000	10101.238788	0.607463	19.969687
11746.814000	10100.927516	0.608104	19.968107
11746.815000	10101.415622	0.608202	19.957412
11746.816000	10101.594261	0.607916	19.959037
11746.817000	10101.740165	0.607057	19.966498
11746.818000	10101.517390	0.607067	19.963065
11746.819000	10101.233632	0.607380	19.954636
11746.820000	10101.803489	0.607124	19.958152
11746.821000	10101.927196	0.607543	19.956459
11746.822000	10101.622860	0.607475	19.964789
11746.823000	10102.264958	0.607946	19.945825
11746.824000	10102.302899	0.607831	19.954574
11746.825000	10102.181274	0.608454	19.942865
11746.826000	10102.311162	0.608238	19.951516
11746.827000	10102.823497	0.607987	19.965521
11746.828000	10102.839198	0.608345	19.946000
11746.829000	10102.613934	0.608137	19.954445
11746.830000	10102.623956	0.608365	19.956375
11746.831000	10102.766770	0.608292	19.963294
11746.832000	10103.749194	0.608551	19.948670
11746.833000	10103.260167	0.608678	19.955902
11746.834000	10103.639461	0.608487	19.965986
11746.835000	10103.142557	0.608934	19.959190
11746.836000	10103.378018	0.608555	19.962973
11746.837000	10103.212988	0.609202	19.950692
11746.838000	10103.498790	0.608658	19.960220
11746.839000	10103.515607	0.607862	19.966101
11746.840000	10104.200307	0.607530	19.967741
11746.841000	10104.016667	0.608144	19.953354
11746.842000	10103.771488	0.608683	19.947640
11746.843000	10104.403014	0.608578	19.957763
11746.844000	10104.228509	0.608499	19.961592
11746.845000	10104.563453	0.608721	19.962279
11746.846000	10104.918878	0.609320	19.950852
11746.847000	10104.958434	0.608718	19.955948
11746.848000	10104.443527	0.608436	19.956726
11746.849000	10104.715898	0.608380	19.961860
11746.850000	10104.845982	0.608294	19.960174
11746.851000	10105.256198	0.608419	19.956451
11746.852000	10105.246366	0.608466	19.959281
11746.853000	10105.692252	0.608293	19.964034
11746.854000	10105.728860	0.607956	19.962889
11746.855000	10105.248700	0.607808	19.971815
11746.856000	10104.974056	0.608476	19.965559
11746.857000	10104.963414	0.608350	19.959594
11746.858000	10105.557431	0.607996	19.962294
11746.859000	10105.215688	0.607696	19.962592
11746.860000	10105.780702	0.607972	19.955505
11746.861000	10106.004338	0.607676	19.954987
11746.862000	10105.926150	0.607870	19.951188
11746.863000	10105.992996	0.608845	19.943086
11746.864000	10106.105235	0.608813	19.956383
11746.865000	10106.037098	0.609091	19.949341
11746.866000	10106.474290	0.608934	19.957359
11746.867000	10106.458591	0.608987	19.952485
11746.868000	10106.816194	0.608913	19.964026
11746.869000	10106.675200	0.608293	19.963561
11746.870000	10107.167299	0.608890	19.954826
11746.871000	10107.226381	0.609103	19.954246
11746.872000	10107.690259	0.608945	19.964430
11746.873000	10107.016630	0.609284	19.957092
11746.874000	10107.438717	0.609145	19.960120
11746.875000	10107.538837	0.609212	19.964812
11746.876000	10107.411542	0.609323	19.956848
11746.877000	10107.261035	0.608622	19.965720
11746.878000	10107.201845	0.608182	19.965384
11746.879000	10107.699561	0.608165	19.961135
11746.880000	10107.579532	0.607921	19.951798
11746.881000	10107.705640	0.608013	19.954674
11746.882000	10108.151638	0.608359	19.955246
11746.883000	10107.939887	0.608813	19.950120
11746.884000	10108.677397	0.608699	19.957069
11746.885000	10109.113836	0.608607	19.955902
11746.886000	10109.280424	0.608455	19.967558
11746.887000	10109.162109	0.608958	19.952202
11746.888000	10108.578179	0.608896	19.961638
11746.889000	10108.788436	0.608537	19.963850
11746.890000	10108.534307	0.608530	19.961676
11746.891000	10108.858261	0.608248	19.962035
11746.892000	10108.756425	0.608096	19.953072
11746.893000	10109.151039	0.607997	19.949570
11746.894000	10108.986769	0.607701	19.954452
11746.895000	10109.874097	0.607527	19.959014
11746.896000	10110.098017	0.607961	19.954224
