Time(s)	Displ(microns)	Friction	EffectiveNormalstress(MPa)
12713.811000	4279.482000	0.459437	29.994992
12713.947000	4279.118000	0.459734	29.993380
12714.073000	4279.320000	0.459708	29.993885
12714.199000	4279.583000	0.459116	29.996388
12714.325000	4279.239000	0.459626	29.997507
12714.451000	4279.522000	0.459675	29.996993
12714.587000	4279.603000	0.459726	29.997330
12714.713000	4279.705000	0.459808	29.997005
12714.859000	4279.785000	0.459706	29.995420
12714.985000	4279.441000	0.459627	29.996653
12715.121000	4279.502000	0.459314	29.996122
12715.257000	4279.603000	0.459531	29.996517
12715.393000	4279.826000	0.459661	29.994454
12715.529000	4279.462000	0.460409	29.993793
12715.665000	4279.644000	0.460505	29.993607
12715.831000	4279.765000	0.459982	29.996209
12715.957000	4279.563000	0.460050	29.998576
12716.083000	4279.846000	0.459751	29.998196
12716.209000	4279.907000	0.458873	29.998612
12716.365000	4279.968000	0.460302	29.998772
12716.501000	4279.664000	0.459824	29.999011
12716.627000	4279.705000	0.460143	29.998055
12716.753000	4279.785000	0.460662	29.997512
12716.889000	4280.008000	0.460596	29.997054
12717.015000	4279.968000	0.459709	29.997114
12717.151000	4279.866000	0.460063	29.998565
12717.297000	4280.028000	0.459681	30.002955
12717.423000	4280.089000	0.459722	30.005972
12717.559000	4279.725000	0.460442	30.008985
12717.685000	4280.129000	0.459824	30.010818
12717.831000	4280.271000	0.459536	30.011156
12717.957000	4280.069000	0.459863	30.011894
12718.093000	4280.129000	0.459375	30.012743
12718.229000	4279.968000	0.459944	30.010552
12718.365000	4280.231000	0.460076	30.008523
12718.501000	4280.129000	0.459392	30.007780
12718.637000	4280.231000	0.459912	30.007333
12718.773000	4279.947000	0.459729	30.009128
12718.909000	4280.231000	0.459363	30.010655
12719.055000	4280.291000	0.459879	30.010429
12719.191000	4280.433000	0.459117	30.011953
12719.337000	4280.656000	0.459316	30.011492
12719.463000	4280.352000	0.459000	30.010356
12719.589000	4280.575000	0.459343	30.008261
12719.725000	4280.372000	0.459235	30.006979
12719.861000	4280.271000	0.459227	30.005374
12719.987000	4280.716000	0.459587	30.004267
12720.113000	4280.554000	0.459148	30.006447
12720.239000	4280.979000	0.459549	30.007109
12720.375000	4280.554000	0.459261	30.007265
12720.501000	4280.433000	0.459630	30.008645
12720.647000	4280.676000	0.460365	30.008636
12720.783000	4280.393000	0.459371	30.007245
12720.909000	4281.081000	0.458331	30.006247
12721.055000	4280.838000	0.459141	30.004222
12721.211000	4281.121000	0.459800	30.001257
12721.347000	4280.777000	0.459737	30.002663
12721.483000	4281.040000	0.459695	30.005001
12721.619000	4280.959000	0.459748	30.005208
12721.765000	4280.635000	0.460112	30.004956
12721.891000	4280.777000	0.460019	30.003920
12722.017000	4281.121000	0.459909	30.007864
12722.153000	4281.040000	0.460542	30.008351
12722.299000	4281.303000	0.460237	30.007473
12722.435000	4281.283000	0.459884	30.007127
12722.561000	4281.263000	0.459376	30.005922
12722.697000	4281.040000	0.459493	30.006588
12722.833000	4281.121000	0.459256	30.007019
12722.969000	4281.263000	0.459855	30.006262
12723.105000	4281.222000	0.459487	30.002685
12723.241000	4281.485000	0.460250	30.001197
12723.377000	4281.222000	0.459928	30.000170
12723.513000	4281.303000	0.460193	29.996054
12723.649000	4281.384000	0.459620	29.996382
12723.795000	4281.667000	0.459483	29.994550
12723.921000	4281.769000	0.459630	29.990669
12724.057000	4281.445000	0.459304	29.991937
12724.193000	4281.425000	0.460367	29.989625
12724.319000	4281.485000	0.460413	29.987143
12724.455000	4281.242000	0.460349	29.985547
12724.591000	4281.445000	0.459477	29.987793
12724.737000	4281.546000	0.460038	29.990188
12724.874000	4281.425000	0.460579	29.992621
12725.000000	4281.586000	0.460377	29.993393
12725.136000	4281.951000	0.460405	29.996050
12725.262000	4281.445000	0.460520	29.999071
12725.398000	4281.546000	0.459405	30.003226
12725.554000	4281.728000	0.460316	30.003028
12725.680000	4281.688000	0.459807	29.999886
12725.836000	4281.586000	0.459926	29.998523
12725.962000	4281.546000	0.459577	29.996936
12726.088000	4281.708000	0.460059	29.995310
12726.224000	4281.971000	0.460225	29.990450
12726.350000	4281.708000	0.460141	29.988848
12726.486000	4281.667000	0.459588	29.988122
12726.622000	4281.829000	0.460055	29.987485
12726.768000	4281.910000	0.459740	29.987338
12726.904000	4282.214000	0.460506	29.988962
12727.050000	4282.194000	0.459203	29.992110
12727.186000	4281.850000	0.460345	29.994818
12727.332000	4281.809000	0.459864	29.997445
12727.468000	4282.214000	0.460049	29.999707
12727.604000	4282.173000	0.459241	30.003490
12727.740000	4282.092000	0.459372	30.005472
12727.886000	4282.194000	0.459819	30.005698
12728.012000	4282.194000	0.459811	30.009030
12728.148000	4282.113000	0.459499	30.008301
12728.294000	4282.214000	0.459665	30.007260
12728.420000	4282.659000	0.459507	30.006485
12728.556000	4282.396000	0.459760	30.003837
12728.682000	4282.396000	0.459585	30.003027
12728.828000	4282.497000	0.459865	30.002051
12728.954000	4282.477000	0.459929	30.001622
12729.100000	4282.983000	0.459941	29.998905
12729.226000	4282.942000	0.459277	29.998980
12729.362000	4282.517000	0.460071	29.996805
12729.498000	4282.416000	0.459971	29.997005
12729.634000	4282.618000	0.460133	29.997409
12729.770000	4282.477000	0.460256	29.997791
12729.906000	4282.598000	0.459922	29.992332
12730.052000	4282.578000	0.460140	29.990667
12730.178000	4282.497000	0.459791	29.989125
12730.324000	4282.902000	0.460638	29.991313
12730.450000	4283.266000	0.460089	29.992435
12730.586000	4282.780000	0.460326	29.990941
12730.712000	4282.942000	0.460465	29.990654
12730.858000	4282.882000	0.460468	29.991594
12730.984000	4282.962000	0.459767	29.993858
12731.120000	4282.861000	0.460305	29.996557
12731.256000	4283.064000	0.459941	29.994901
12731.392000	4283.084000	0.459876	29.994369
12731.528000	4282.740000	0.459748	29.995153
12731.654000	4283.205000	0.459709	29.994187
12731.820000	4282.902000	0.459267	29.993591
12731.946000	4283.023000	0.459452	29.992729
12732.072000	4282.942000	0.459107	29.992968
12732.198000	4282.962000	0.459772	29.994708
12732.334000	4282.780000	0.459487	29.995744
12732.470000	4283.226000	0.460115	29.996469
12732.606000	4282.922000	0.459534	29.996270
12732.742000	4283.266000	0.460103	29.996164
12732.878000	4283.226000	0.459786	29.997000
12733.014000	4283.185000	0.459691	29.998098
12733.150000	4283.003000	0.459871	29.998581
12733.326000	4283.246000	0.459311	29.997188
12733.482000	4283.205000	0.459702	29.995473
12733.608000	4283.509000	0.459936	29.997052
12733.744000	4283.408000	0.459819	29.995179
12733.870000	4283.489000	0.460011	29.994952
12734.006000	4283.185000	0.459602	29.993522
12734.132000	4283.327000	0.459520	29.992785
12734.268000	4283.650000	0.460148	29.992561
12734.414000	4283.428000	0.459571	29.995174
12734.550000	4283.590000	0.459963	29.995478
12734.676000	4283.570000	0.460351	29.996009
12734.822000	4283.590000	0.459779	29.996451
12734.948000	4283.549000	0.459616	29.999297
12735.074000	4283.387000	0.459938	29.999366
12735.200000	4283.934000	0.459300	29.999291
12735.326000	4283.408000	0.460186	29.999477
12735.452000	4283.509000	0.459816	29.998121
12735.588000	4283.853000	0.460189	29.995367
12735.734000	4283.671000	0.460035	29.996551
12735.890000	4283.691000	0.459987	29.997160
12736.026000	4283.489000	0.460503	29.996835
12736.162000	4283.570000	0.460266	29.997331
12736.308000	4284.318000	0.460227	29.999429
12736.454000	4283.610000	0.460590	30.000163
12736.580000	4283.691000	0.459878	30.000827
12736.706000	4284.035000	0.460079	30.002175
12736.842000	4284.278000	0.459636	30.003636
12736.978000	4283.995000	0.460040	30.001128
12737.114000	4283.853000	0.459313	30.003621
12737.250000	4283.934000	0.459721	30.002969
12737.396000	4284.075000	0.459462	30.001672
12737.552000	4284.055000	0.459364	30.001770
12737.688000	4284.075000	0.459294	30.002428
12737.824000	4284.116000	0.460336	30.001169
12737.950000	4284.237000	0.460079	30.000761
12738.076000	4283.873000	0.460047	30.000449
12738.202000	4284.035000	0.460238	30.000387
12738.338000	4284.116000	0.459520	30.001553
12738.464000	4284.460000	0.459819	30.001906
12738.600000	4284.359000	0.459125	30.002901
12738.736000	4284.278000	0.459569	30.005607
12738.882000	4284.298000	0.458961	30.007112
12739.008000	4284.561000	0.459755	30.010366
12739.144000	4284.075000	0.460268	30.009397
12739.290000	4284.460000	0.459699	30.008708
12739.416000	4284.622000	0.459133	30.008778
12739.552000	4284.379000	0.459583	30.007990
12739.678000	4284.581000	0.460095	30.006843
12739.824000	4284.743000	0.459986	30.004576
12739.950000	4284.844000	0.459565	30.003749
12740.086000	4284.925000	0.459813	30.004516
12740.222000	4284.581000	0.460142	30.008950
12740.358000	4284.703000	0.460000	30.008301
12740.494000	4284.359000	0.460040	30.006915
12740.630000	4284.763000	0.459630	30.005373
12740.766000	4284.581000	0.460351	30.003978
12740.912000	4284.844000	0.460321	30.002339
12741.048000	4285.047000	0.459943	30.000121
12741.184000	4285.290000	0.460119	29.997575
12741.320000	4284.662000	0.459852	29.997611
12741.446000	4284.986000	0.460089	29.996917
12741.582000	4284.743000	0.459805	29.994889
12741.708000	4285.148000	0.460183	29.994864
12741.854000	4284.925000	0.459845	29.993783
12741.980000	4285.067000	0.459858	29.994132
12742.116000	4284.905000	0.459629	29.995335
12742.252000	4285.027000	0.460391	29.996026
12742.388000	4284.885000	0.459278	29.996021
12742.524000	4285.087000	0.459807	30.001163
12742.660000	4285.229000	0.459317	30.000082
12742.816000	4285.188000	0.459700	30.000914
12742.942000	4285.269000	0.459702	30.001925
12743.068000	4285.310000	0.459808	30.000387
12743.194000	4285.512000	0.459605	30.000213
12743.330000	4285.087000	0.459810	29.999383
12743.466000	4285.472000	0.460118	29.998063
12743.602000	4285.350000	0.459776	29.998114
12743.738000	4285.532000	0.459662	30.000112
12743.884000	4284.925000	0.459441	30.000669
12744.010000	4285.310000	0.460094	30.000925
12744.146000	4285.371000	0.459974	30.000156
12744.292000	4285.553000	0.460257	29.998970
12744.448000	4285.371000	0.459489	29.997470
12744.584000	4285.472000	0.459749	29.996669
12744.720000	4285.350000	0.460382	29.992060
12744.856000	4285.188000	0.460300	29.990392
12745.012000	4285.411000	0.460155	29.989218
12745.138000	4285.674000	0.460291	29.989206
12745.294000	4285.654000	0.459920	29.991024
12745.430000	4285.411000	0.459595	29.993402
12745.576000	4285.593000	0.459831	29.993038
12745.712000	4285.694000	0.459955	29.994682
12745.848000	4285.957000	0.460554	29.996141
12745.984000	4285.674000	0.459783	29.997016
12746.130000	4285.472000	0.459766	29.995925
12746.266000	4285.715000	0.460216	29.994140
12746.392000	4285.755000	0.459444	29.994001
12746.548000	4285.573000	0.459529	29.996549
12746.694000	4285.795000	0.459501	29.999055
12746.830000	4285.775000	0.459354	29.998772
12746.966000	4286.038000	0.459462	29.998936
12747.102000	4286.018000	0.459721	29.998071
12747.238000	4286.038000	0.459734	29.998295
12747.374000	4285.998000	0.459550	29.996948
12747.510000	4286.362000	0.459467	29.992155
12747.646000	4285.998000	0.459788	29.990025
12747.792000	4286.038000	0.459925	29.987636
12747.928000	4286.139000	0.460792	29.986655
12748.054000	4286.220000	0.460344	29.986349
12748.200000	4286.119000	0.460529	29.987571
12748.326000	4286.362000	0.460864	29.987886
12748.452000	4286.180000	0.460385	29.990267
12748.588000	4286.403000	0.460147	29.993935
12748.724000	4286.666000	0.459944	29.998722
12748.860000	4286.524000	0.459868	30.001792
12748.996000	4286.767000	0.459756	30.003674
12749.132000	4286.382000	0.459770	30.002849
12749.268000	4286.564000	0.460522	30.002924
12749.404000	4286.463000	0.460282	30.000482
12749.540000	4286.666000	0.460029	29.998753
12749.676000	4286.463000	0.459534	29.995905
12749.812000	4286.585000	0.459513	29.991954
12749.938000	4286.362000	0.459381	29.989935
12750.074000	4286.585000	0.459649	29.989859
12750.220000	4286.585000	0.460065	29.990881
12750.356000	4286.524000	0.459375	29.991554
12750.482000	4286.625000	0.460171	29.992590
12750.618000	4286.868000	0.459207	29.992744
12750.754000	4286.484000	0.458964	29.994866
12750.890000	4286.868000	0.459294	29.996541
12751.036000	4286.807000	0.459874	29.997960
12751.172000	4286.828000	0.460593	29.999947
12751.298000	4286.625000	0.458990	29.999853
12751.434000	4286.908000	0.459480	29.998832
12751.570000	4286.747000	0.459255	29.998755
12751.726000	4286.504000	0.459460	29.997888
12751.862000	4286.645000	0.459766	29.996549
12751.998000	4286.686000	0.459927	29.995940
12752.124000	4287.172000	0.459903	29.994102
12752.250000	4286.989000	0.459702	29.993645
12752.386000	4287.455000	0.459627	29.996621
12752.532000	4287.070000	0.459549	29.999738
12752.658000	4286.848000	0.459424	30.000286
12752.794000	4287.435000	0.458866	30.004777
12752.930000	4287.131000	0.459210	30.005472
12753.056000	4287.495000	0.458989	30.005051
12753.202000	4287.070000	0.460145	30.004694
12753.328000	4287.232000	0.460048	29.999706
12753.464000	4287.333000	0.460184	29.997491
12753.600000	4287.394000	0.460473	29.995198
12753.736000	4287.536000	0.460581	29.995551
12753.872000	4287.657000	0.460732	29.994598
12754.008000	4287.252000	0.459662	29.994409
12754.144000	4287.596000	0.459830	29.994735
12754.290000	4287.435000	0.459781	29.995524
12754.416000	4287.698000	0.459795	29.996924
12754.542000	4287.516000	0.459650	29.996650
12754.698000	4287.839000	0.459777	29.997964
12754.824000	4287.516000	0.460119	29.995826
12754.960000	4287.455000	0.459424	29.992465
12755.086000	4287.698000	0.459697	29.989900
12755.222000	4287.516000	0.459123	29.988224
12755.358000	4287.880000	0.460502	29.989241
12755.494000	4287.758000	0.459615	29.989110
12755.630000	4287.880000	0.459699	29.987606
12755.786000	4287.940000	0.460443	29.989309
12755.912000	4287.637000	0.460736	29.988886
12756.048000	4287.779000	0.460093	29.992146
12756.194000	4287.920000	0.460108	29.997504
12756.330000	4287.880000	0.459952	30.000870
12756.456000	4287.920000	0.459274	30.000849
12756.582000	4287.860000	0.459358	30.001428
12756.728000	4287.940000	0.459837	30.005147
12756.854000	4288.264000	0.459691	30.006854
12756.990000	4288.467000	0.459692	30.007850
12757.116000	4288.183000	0.459527	30.007597
12757.252000	4288.123000	0.459081	30.006168
12757.388000	4287.940000	0.459043	30.007167
12757.544000	4288.305000	0.459484	30.006773
12757.670000	4288.446000	0.459714	30.007657
12757.806000	4288.284000	0.459402	30.006184
12757.932000	4288.021000	0.459930	30.005110
12758.058000	4287.900000	0.459621	30.003364
12758.184000	4288.548000	0.459525	30.002359
12758.310000	4288.021000	0.459436	29.999949
12758.436000	4288.365000	0.458993	29.998243
12758.572000	4288.325000	0.459345	29.997485
12758.698000	4288.507000	0.459658	29.996766
12758.834000	4288.305000	0.459275	29.998036
12758.970000	4288.305000	0.459374	29.997743
12759.106000	4288.365000	0.459659	29.995626
12759.242000	4288.507000	0.459930	29.997437
12759.378000	4288.406000	0.459694	29.999089
12759.514000	4288.628000	0.459491	30.001993
12759.650000	4288.527000	0.459439	30.001870
12759.786000	4288.406000	0.459370	30.001624
12759.912000	4288.608000	0.459095	30.004290
12760.048000	4288.649000	0.459691	30.005802
12760.184000	4288.588000	0.459429	30.007694
12760.320000	4288.568000	0.459217	30.007878
12760.466000	4288.527000	0.459119	30.005887
12760.592000	4288.568000	0.460278	30.004387
12760.728000	4289.134000	0.459877	30.004504
12760.864000	4288.790000	0.459138	30.004602
12761.000000	4288.406000	0.458911	30.003475
12761.136000	4288.386000	0.459835	30.002433
12761.282000	4288.689000	0.458765	30.000978
12761.408000	4288.912000	0.459624	30.000369
12761.544000	4289.155000	0.459870	30.000307
12761.670000	4288.952000	0.459393	30.001471
12761.816000	4288.912000	0.460105	29.996551
12761.952000	4289.074000	0.460717	29.995007
12762.088000	4289.033000	0.459974	29.994130
12762.214000	4288.973000	0.460151	29.992669
12762.350000	4288.871000	0.460267	29.992462
12762.496000	4289.155000	0.460693	29.991888
12762.632000	4289.094000	0.460325	29.988428
12762.758000	4288.770000	0.459532	29.987461
12762.894000	4289.256000	0.460257	29.989301
12763.040000	4288.993000	0.460550	29.991074
12763.166000	4289.094000	0.459722	29.993166
12763.302000	4289.195000	0.459811	29.994662
12763.438000	4289.499000	0.460769	29.996174
12763.574000	4289.195000	0.459938	29.997283
12763.700000	4289.478000	0.460559	29.998531
12763.836000	4289.276000	0.460266	29.999109
12763.972000	4289.357000	0.459481	29.997625
12764.108000	4289.215000	0.459859	29.995523
12764.244000	4289.377000	0.460140	29.993478
12764.380000	4289.195000	0.459710	29.992057
12764.516000	4289.559000	0.460634	29.989995
12764.652000	4289.762000	0.459795	29.988285
12764.788000	4289.741000	0.459494	29.989127
12764.934000	4289.762000	0.460302	29.989241
12765.060000	4289.782000	0.460189	29.988109
12765.186000	4289.701000	0.460633	29.987536
12765.322000	4289.600000	0.460151	29.990093
12765.458000	4289.843000	0.459760	29.991849
12765.594000	4289.499000	0.460564	29.992307
12765.730000	4289.681000	0.459868	29.993209
12765.876000	4289.883000	0.459720	29.993136
12766.002000	4289.701000	0.460093	29.995470
12766.138000	4289.903000	0.460235	29.997019
12766.284000	4289.903000	0.460226	29.996567
12766.410000	4290.187000	0.460508	29.992600
12766.546000	4290.247000	0.460247	29.993503
12766.672000	4289.903000	0.460262	29.992769
12766.818000	4290.005000	0.460149	29.993735
12766.974000	4289.964000	0.460315	29.995010
12767.100000	4290.146000	0.460550	29.993525
12767.226000	4290.045000	0.460273	29.992095
12767.362000	4290.389000	0.460476	29.993297
12767.488000	4290.187000	0.460258	29.993831
12767.624000	4290.126000	0.459167	29.991466
12767.760000	4290.045000	0.460114	29.990310
12767.906000	4290.146000	0.459983	29.989131
12768.032000	4290.389000	0.460266	29.988088
12768.168000	4290.247000	0.459911	29.987847
12768.304000	4290.349000	0.458963	29.986970
12768.430000	4290.065000	0.459902	29.985305
12768.566000	4289.944000	0.459644	29.985964
12768.702000	4290.308000	0.460363	29.987971
12768.848000	4290.409000	0.459049	29.989462
12768.974000	4290.470000	0.459433	29.991130
12769.110000	4290.369000	0.460421	29.990715
12769.246000	4290.470000	0.460674	29.990270
12769.382000	4290.308000	0.460012	29.989274
12769.528000	4290.733000	0.460332	29.992372
12769.664000	4290.369000	0.460503	29.991366
12769.790000	4290.328000	0.460069	29.989356
12769.936000	4290.531000	0.460298	29.989316
12770.062000	4290.349000	0.460001	29.988137
12770.188000	4290.713000	0.459707	29.988886
12770.324000	4290.490000	0.459395	29.991585
12770.460000	4290.632000	0.460030	29.992027
12770.586000	4290.349000	0.460856	29.990310
12770.712000	4291.097000	0.460100	29.991353
12770.848000	4290.470000	0.460784	29.991177
12770.974000	4290.713000	0.460288	29.989406
12771.100000	4291.057000	0.460908	29.991554
12771.246000	4290.814000	0.459995	29.992840
12771.372000	4290.895000	0.460511	29.993431
12771.508000	4290.591000	0.459819	29.994015
12771.644000	4290.834000	0.460241	29.993624
12771.790000	4291.117000	0.460094	29.993448
12771.916000	4290.834000	0.460179	29.995000
12772.052000	4291.097000	0.460200	29.994932
12772.188000	4290.672000	0.460158	29.994208
12772.324000	4290.834000	0.459989	29.993096
12772.460000	4291.482000	0.459990	29.993030
12772.596000	4291.239000	0.460442	29.992100
12772.742000	4291.300000	0.460548	29.991462
12772.868000	4291.239000	0.459994	29.989660
12773.004000	4291.401000	0.459787	29.990633
12773.130000	4291.117000	0.460496	29.991110
12773.286000	4291.016000	0.459985	29.991193
12773.412000	4291.502000	0.460286	29.991252
12773.548000	4291.623000	0.459496	29.991086
12773.684000	4291.482000	0.460133	29.991393
12773.820000	4291.401000	0.459833	29.993397
12773.946000	4291.259000	0.460195	29.993291
12774.082000	4291.462000	0.459848	29.992737
12774.218000	4291.441000	0.460240	29.993022
12774.344000	4291.239000	0.459996	29.991959
12774.480000	4291.462000	0.459912	29.992425
12774.626000	4291.765000	0.459838	29.993352
12774.762000	4291.704000	0.460637	29.993017
12774.888000	4291.623000	0.459886	29.992707
12775.034000	4291.623000	0.459959	29.991833
12775.160000	4291.522000	0.460416	29.991564
12775.296000	4291.704000	0.459958	29.990785
12775.432000	4291.785000	0.459619	29.990686
12775.568000	4291.765000	0.459915	29.991034
12775.714000	4291.886000	0.460076	29.987485
12775.850000	4292.109000	0.460142	29.987991
12775.976000	4291.967000	0.460258	29.989862
12776.102000	4292.150000	0.459665	29.991288
12776.228000	4292.150000	0.460041	29.993425
12776.354000	4292.069000	0.459999	29.994691
12776.480000	4292.150000	0.459840	29.994065
12776.616000	4292.230000	0.459475	29.994331
12776.742000	4291.826000	0.459381	29.995268
12776.878000	4292.129000	0.459984	29.993229
12777.064000	4292.089000	0.459896	29.991793
12777.220000	4292.392000	0.459565	29.990264
12777.346000	4292.129000	0.459133	29.989142
12777.472000	4292.008000	0.459921	29.989507
12777.608000	4291.826000	0.460077	29.989313
12777.734000	4292.473000	0.459647	29.990214
12777.860000	4291.947000	0.459718	29.990639
12777.986000	4292.251000	0.459483	29.992220
12778.112000	4291.886000	0.459507	29.994173
12778.238000	4291.967000	0.459853	29.995022
12778.374000	4292.392000	0.459607	29.996138
12778.530000	4292.109000	0.459115	29.997213
12778.666000	4292.190000	0.459560	29.996579
12778.802000	4292.534000	0.460268	29.996003
12778.928000	4292.554000	0.459193	29.995822
12779.054000	4292.352000	0.459047	29.995392
12779.190000	4292.311000	0.458792	29.996657
12779.316000	4292.392000	0.458610	29.995078
12779.442000	4292.615000	0.459503	29.995590
12779.568000	4292.473000	0.459718	29.995068
12779.694000	4292.494000	0.459407	29.993456
12779.820000	4292.190000	0.460083	29.991668
12779.956000	4292.413000	0.459551	29.990953
12780.082000	4292.413000	0.459951	29.990986
12780.218000	4292.413000	0.459997	29.988743
12780.374000	4292.574000	0.459544	29.989069
12780.500000	4292.635000	0.459272	29.993969
12780.626000	4292.817000	0.460127	29.997049
12780.782000	4292.655000	0.460059	30.000964
12780.938000	4292.494000	0.460063	30.004033
12781.074000	4292.655000	0.459633	30.005968
12781.210000	4292.979000	0.459619	30.008771
12781.346000	4292.757000	0.459358	30.008538
12781.492000	4292.615000	0.459930	30.007082
12781.618000	4292.898000	0.460120	30.002773
12781.744000	4292.898000	0.459829	29.999903
12781.880000	4292.918000	0.460863	29.997885
12782.026000	4292.878000	0.459431	29.994417
12782.152000	4293.020000	0.459091	29.994291
12782.288000	4293.080000	0.459588	29.994921
12782.434000	4293.020000	0.459823	29.997469
12782.560000	4293.060000	0.459892	29.999868
12782.696000	4292.898000	0.459831	30.002127
12782.832000	4293.182000	0.459821	30.006772
12782.968000	4292.939000	0.459931	30.006941
12783.104000	4293.182000	0.460430	30.007501
12783.230000	4293.526000	0.460079	30.006041
12783.366000	4292.939000	0.460427	30.003586
12783.502000	4293.101000	0.460031	30.000510
12783.628000	4293.121000	0.460697	29.999175
12783.774000	4293.060000	0.460117	29.997767
12783.910000	4293.141000	0.459910	29.998749
12784.046000	4293.445000	0.460130	29.999006
12784.182000	4293.080000	0.459670	29.998305
12784.318000	4293.445000	0.459668	29.999428
12784.464000	4293.465000	0.459999	30.001921
12784.600000	4293.505000	0.459517	30.000487
12784.726000	4293.505000	0.459652	30.000349
12784.862000	4293.364000	0.459849	29.999981
12784.988000	4293.526000	0.460392	30.000302
12785.124000	4293.465000	0.459416	30.000033
12785.270000	4293.020000	0.459420	30.000850
12785.406000	4293.627000	0.459316	30.001380
12785.532000	4293.364000	0.459861	30.000570
12785.668000	4293.526000	0.460380	30.001119
12785.804000	4293.445000	0.460164	30.001619
12785.940000	4293.708000	0.460079	30.002163
12786.076000	4293.526000	0.459969	30.002991
12786.212000	4293.303000	0.459954	30.003832
12786.348000	4293.667000	0.459955	30.003867
12786.474000	4293.687000	0.458929	30.005225
12786.600000	4293.849000	0.459680	30.006473
12786.726000	4293.829000	0.460193	30.008288
12786.852000	4293.768000	0.460364	30.007097
12786.988000	4293.465000	0.459972	30.005736
12787.114000	4293.748000	0.459359	30.002066
12787.250000	4293.708000	0.460238	30.003449
12787.386000	4293.951000	0.460678	30.002082
12787.532000	4294.173000	0.460501	30.004456
12787.658000	4294.112000	0.460920	30.004207
12787.794000	4294.052000	0.460499	30.003502
12787.930000	4294.112000	0.460388	30.006501
12788.066000	4294.133000	0.460420	30.009002
12788.202000	4294.214000	0.461173	30.009267
12788.338000	4293.991000	0.460692	30.009946
12788.474000	4294.133000	0.460936	30.008176
12788.610000	4294.234000	0.460851	30.008824
12788.746000	4294.133000	0.461027	30.008626
12788.882000	4294.092000	0.460122	30.008733
12789.028000	4293.991000	0.460938	30.005560
12789.154000	4293.951000	0.460910	30.006186
12789.300000	4293.930000	0.459890	30.006253
12789.426000	4294.537000	0.460256	30.007883
12789.562000	4294.234000	0.460202	30.006589
12789.688000	4294.355000	0.460528	30.006161
12789.824000	4294.335000	0.460459	30.008651
12789.960000	4294.821000	0.461000	30.007755
12790.106000	4294.497000	0.461674	30.005831
12790.242000	4294.598000	0.461077	30.005259
12790.378000	4294.416000	0.460997	30.002229
12790.534000	4294.962000	0.461414	29.999942
12790.660000	4294.800000	0.461260	29.997920
12790.806000	4294.699000	0.461080	29.993380
12790.942000	4294.517000	0.461998	29.993815
12791.078000	4294.780000	0.461649	29.994339
12791.214000	4294.517000	0.461056	29.992746
12791.360000	4295.225000	0.460219	29.994178
12791.496000	4294.983000	0.460197	29.995415
12791.622000	4295.205000	0.460899	29.997336
12791.778000	4295.084000	0.461386	29.998626
12791.934000	4295.063000	0.460807	30.001348
12792.070000	4294.983000	0.461312	30.001619
12792.206000	4294.902000	0.460315	30.001440
12792.342000	4294.639000	0.461352	30.000505
12792.488000	4294.922000	0.461263	29.998204
12792.614000	4294.962000	0.461278	29.996429
12792.740000	4295.327000	0.461512	29.995028
12792.866000	4295.306000	0.461006	29.994829
12793.022000	4295.448000	0.460973	29.995601
12793.158000	4295.104000	0.460914	29.994633
12793.284000	4295.428000	0.460578	29.996451
12793.420000	4295.407000	0.461141	29.998657
12793.556000	4295.468000	0.460755	30.000135
12793.692000	4295.407000	0.460846	30.001343
12793.828000	4295.751000	0.460936	30.005635
12793.964000	4295.124000	0.461105	30.005741
12794.100000	4295.650000	0.461196	30.004891
12794.236000	4295.144000	0.460875	30.005980
12794.372000	4295.387000	0.460611	30.007096
12794.518000	4295.124000	0.461216	30.008095
12794.644000	4295.448000	0.460684	30.007293
12794.780000	4295.529000	0.460164	30.005842
12794.916000	4295.590000	0.460530	30.003454
12795.042000	4295.569000	0.459964	30.002439
12795.178000	4295.731000	0.460778	30.002318
12795.314000	4295.327000	0.461003	30.001360
12795.460000	4295.569000	0.460850	29.999436
12795.596000	4295.873000	0.460745	30.000949
12795.732000	4295.711000	0.460711	30.001762
12795.858000	4295.671000	0.461179	30.002006
12795.984000	4295.913000	0.460604	30.001463
12796.120000	4295.893000	0.460793	30.001508
12796.266000	4295.873000	0.460364	30.002275
12796.402000	4295.772000	0.460711	30.000859
12796.558000	4295.590000	0.461059	29.997306
12796.684000	4295.974000	0.461244	29.994501
12796.810000	4296.055000	0.460624	29.995289
12796.946000	4296.257000	0.460943	29.995309
12797.072000	4296.237000	0.460537	29.992629
12797.208000	4296.197000	0.460491	29.991946
12797.344000	4296.055000	0.460607	29.993820
12797.490000	4296.176000	0.460795	29.994809
12797.626000	4296.379000	0.461316	29.996207
12797.772000	4296.035000	0.460989	29.995505
12797.908000	4296.035000	0.461207	29.996001
12798.054000	4296.419000	0.460408	29.998438
12798.190000	4296.460000	0.460142	30.001642
12798.326000	4296.278000	0.460703	30.002044
12798.462000	4296.116000	0.460763	30.003053
12798.608000	4296.379000	0.460936	30.004988
12798.734000	4296.561000	0.460719	30.006514
12798.870000	4296.257000	0.460585	30.006706
12799.016000	4296.318000	0.460932	30.007351
12799.152000	4296.359000	0.461751	30.005925
12799.278000	4296.237000	0.460730	30.004961
12799.404000	4296.095000	0.460551	30.005349
12799.550000	4296.379000	0.460740	30.005240
