Time(s)	Displ(microns)	Friction	Normal_stress(MPa)
11682.790000	8777.472000	0.607655	19.962885
11682.800000	8777.680000	0.608145	19.970951
11682.810000	8777.708000	0.608220	19.964539
11682.820000	8777.820000	0.607976	19.966633
11682.830000	8777.953000	0.607896	19.970461
11682.840000	8777.849000	0.608344	19.962982
11682.850000	8777.898000	0.609256	19.968855
11682.860000	8778.523000	0.609908	19.971607
11682.870000	8778.537000	0.609553	19.963005
11682.880000	8778.374000	0.608301	19.968156
11682.890000	8778.584000	0.607894	19.967106
11682.900000	8778.230000	0.608023	19.959700
11682.910000	8778.979000	0.609183	19.972628
11682.920000	8778.791000	0.608970	19.967477
11682.930000	8778.902000	0.608749	19.962223
11682.940000	8779.032000	0.608279	19.972291
11682.950000	8779.266000	0.608414	19.968457
11682.960000	8779.322000	0.608319	19.963147
11682.970000	8779.495000	0.607413	19.968222
11682.980000	8779.096000	0.606966	19.962766
11682.990000	8779.416000	0.607695	19.971481
11683.000000	8779.936000	0.608540	19.963731
11683.010000	8779.921000	0.607357	19.969535
11683.020000	8779.633000	0.606604	19.966174
11683.030000	8780.033000	0.606584	19.963310
11683.040000	8779.645000	0.606627	19.964980
11683.050000	8780.268000	0.607540	19.973872
11683.060000	8780.202000	0.607727	19.961951
11683.070000	8780.560000	0.607485	19.967582
11683.080000	8780.536000	0.606909	19.969663
11683.090000	8780.624000	0.606545	19.960622
11683.100000	8780.377000	0.605865	19.967682
11683.110000	8780.642000	0.606723	19.968976
11683.120000	8780.680000	0.607414	19.966159
11683.130000	8780.973000	0.607956	19.964475
11683.140000	8781.140000	0.607450	19.976348
11683.150000	8781.214000	0.607553	19.959958
11683.160000	8781.168000	0.607098	19.964441
11683.170000	8781.329000	0.606902	19.969195
11683.180000	8781.282000	0.607103	19.964547
11683.190000	8781.548000	0.607446	19.971835
11683.200000	8781.673000	0.607850	19.962768
11683.210000	8781.972000	0.607425	19.966666
11683.220000	8781.825000	0.606916	19.964931
11683.230000	8781.831000	0.606343	19.972111
11683.240000	8781.918000	0.606764	19.964351
11683.250000	8782.079000	0.607152	19.965339
11683.260000	8782.575000	0.607759	19.963935
11683.270000	8782.423000	0.606245	19.975371
11683.280000	8782.268000	0.606261	19.962815
11683.290000	8782.338000	0.606696	19.964632
11683.300000	8782.712000	0.606971	19.969024
11683.310000	8782.600000	0.606789	19.966569
11683.320000	8783.075000	0.607687	19.963977
11683.330000	8782.852000	0.606938	19.969048
11683.340000	8782.796000	0.607032	19.961491
11683.350000	8783.008000	0.607637	19.969755
11683.360000	8783.232000	0.608487	19.966363
11683.370000	8783.475000	0.608467	19.969480
11683.380000	8783.489000	0.608032	19.967491
11683.390000	8783.436000	0.607767	19.967184
11683.400000	8783.554000	0.608229	19.966587
11683.410000	8783.379000	0.608179	19.967152
11683.420000	8783.969000	0.609750	19.962850
11683.430000	8784.215000	0.609418	19.973205
11683.440000	8784.353000	0.608582	19.959515
11683.450000	8784.016000	0.607022	19.971373
11683.460000	8784.328000	0.607346	19.966011
11683.470000	8784.185000	0.606700	19.970629
11683.480000	8784.604000	0.607027	19.961544
11683.490000	8784.161000	0.606563	19.968107
11683.500000	8784.535000	0.607640	19.963310
11683.510000	8784.762000	0.608491	19.967938
11683.520000	8784.905000	0.608503	19.968811
11683.530000	8784.844000	0.607942	19.968708
11683.540000	8785.165000	0.608257	19.964842
11683.550000	8785.270000	0.607648	19.970876
11683.560000	8785.292000	0.607221	19.963080
11683.570000	8785.294000	0.606808	19.964989
11683.580000	8785.153000	0.606671	19.972669
11683.590000	8785.446000	0.607810	19.964506
11683.600000	8785.694000	0.608486	19.967382
11683.610000	8785.777000	0.607998	19.967229
11683.620000	8785.904000	0.607917	19.967046
11683.630000	8785.724000	0.607792	19.964030
11683.640000	8786.071000	0.608195	19.969165
11683.650000	8786.130000	0.608270	19.969798
11683.660000	8786.277000	0.608314	19.963076
11683.670000	8786.370000	0.607944	19.968776
11683.680000	8786.214000	0.607444	19.965789
11683.690000	8786.383000	0.608176	19.969916
11683.700000	8786.930000	0.608971	19.963401
11683.710000	8786.561000	0.608135	19.967256
11683.720000	8786.867000	0.608318	19.965048
11683.730000	8786.862000	0.608076	19.972200
11683.740000	8787.144000	0.608499	19.963127
11683.750000	8786.908000	0.607937	19.967369
11683.760000	8787.424000	0.608470	19.966756
11683.770000	8787.432000	0.607759	19.971010
11683.780000	8787.250000	0.607407	19.966721
11683.790000	8787.459000	0.608057	19.963617
11683.800000	8787.570000	0.608671	19.963920
11683.810000	8787.664000	0.608437	19.972900
11683.820000	8788.077000	0.608605	19.966600
11683.830000	8787.886000	0.608188	19.961805
11683.840000	8788.070000	0.607983	19.964505
11683.850000	8788.377000	0.607658	19.970668
11683.860000	8788.260000	0.607036	19.963285
11683.870000	8788.205000	0.606568	19.970318
11683.880000	8788.324000	0.607045	19.964959
11683.890000	8788.516000	0.607322	19.967658
11683.900000	8788.729000	0.607594	19.969290
11683.910000	8788.699000	0.607680	19.964819
11683.920000	8788.662000	0.607689	19.963404
11683.930000	8788.925000	0.608080	19.974443
11683.940000	8788.889000	0.608353	19.964861
11683.950000	8789.369000	0.608709	19.965108
11683.960000	8789.104000	0.608080	19.969544
11683.970000	8789.329000	0.607964	19.967656
11683.980000	8789.535000	0.608466	19.964163
11683.990000	8789.611000	0.608047	19.969590
11684.000000	8789.704000	0.607903	19.963906
11684.010000	8789.546000	0.607441	19.968198
11684.020000	8789.800000	0.607929	19.963652
11684.030000	8789.754000	0.608118	19.968457
11684.040000	8790.471000	0.608720	19.964967
11684.050000	8790.201000	0.607283	19.971652
11684.060000	8790.083000	0.607291	19.958250
11684.070000	8790.056000	0.606896	19.972916
11684.080000	8790.429000	0.608082	19.964390
11684.090000	8790.663000	0.608313	19.964516
11684.100000	8790.695000	0.607496	19.971758
11684.110000	8790.779000	0.607393	19.966470
11684.120000	8790.902000	0.607315	19.960030
11684.130000	8791.069000	0.606414	19.975631
11684.140000	8790.711000	0.606503	19.959271
11684.150000	8791.187000	0.607369	19.966033
11684.160000	8791.232000	0.607256	19.973205
11684.170000	8791.220000	0.607511	19.960650
11684.180000	8791.741000	0.607766	19.966816
11684.190000	8791.376000	0.606974	19.967685
11684.200000	8791.487000	0.607449	19.963186
11684.210000	8791.820000	0.607857	19.969624
11684.220000	8791.567000	0.607811	19.964243
11684.230000	8792.040000	0.608147	19.975276
11684.240000	8792.262000	0.608784	19.961181
11684.250000	8792.194000	0.607501	19.969442
11684.260000	8792.310000	0.607086	19.964012
11684.270000	8792.222000	0.606483	19.969596
11684.280000	8792.533000	0.606869	19.962169
11684.290000	8792.423000	0.606422	19.968782
11684.300000	8792.196000	0.607230	19.961630
11684.310000	8792.771000	0.608665	19.972776
11684.320000	8793.092000	0.609187	19.966695
11684.330000	8792.586000	0.608304	19.965459
11684.340000	8792.951000	0.609050	19.964914
11684.350000	8793.526000	0.609328	19.973975
11684.360000	8793.385000	0.608416	19.965572
11684.370000	8793.408000	0.607408	19.967039
11684.380000	8793.381000	0.606925	19.967066
11684.390000	8793.374000	0.607204	19.958542
11684.400000	8793.551000	0.607168	19.971745
11684.410000	8793.463000	0.607601	19.966215
11684.420000	8793.804000	0.608449	19.968592
11684.430000	8793.902000	0.608941	19.965487
11684.440000	8793.874000	0.609052	19.974186
11684.450000	8794.500000	0.609630	19.962651
11684.460000	8794.367000	0.608499	19.967324
11684.470000	8794.239000	0.607702	19.966660
11684.480000	8794.222000	0.607740	19.968692
11684.490000	8794.515000	0.608520	19.965543
11684.500000	8794.631000	0.608915	19.968308
11684.510000	8794.999000	0.608689	19.965576
11684.520000	8794.968000	0.607966	19.962963
11684.530000	8794.744000	0.607021	19.971735
11684.540000	8795.357000	0.607537	19.963300
11684.550000	8795.356000	0.606497	19.966300
11684.560000	8794.955000	0.605717	19.965529
11684.570000	8794.882000	0.606409	19.965244
11684.580000	8795.400000	0.607996	19.975864
11684.590000	8795.699000	0.608937	19.965669
11684.600000	8795.924000	0.608116	19.966313
11684.610000	8795.658000	0.607143	19.967762
11684.620000	8795.791000	0.607275	19.964157
11684.630000	8796.046000	0.607544	19.964620
11684.640000	8795.953000	0.606818	19.969243
11684.650000	8796.130000	0.606864	19.965133
11684.660000	8796.297000	0.606876	19.967110
11684.670000	8796.215000	0.606789	19.967070
11684.680000	8796.559000	0.607230	19.962723
11684.690000	8796.469000	0.606996	19.966982
11684.700000	8796.402000	0.607213	19.967024
11684.710000	8796.590000	0.607743	19.970632
11684.720000	8796.956000	0.608647	19.965923
11684.730000	8797.108000	0.608400	19.964024
11684.740000	8796.787000	0.607557	19.972904
11684.750000	8796.912000	0.608338	19.966356
11684.760000	8797.328000	0.609473	19.963581
11684.770000	8797.700000	0.608884	19.967181
11684.780000	8797.408000	0.607599	19.969538
11684.790000	8797.303000	0.607632	19.965050
11684.800000	8797.488000	0.608366	19.964651
11684.810000	8797.890000	0.608851	19.974602
11684.820000	8798.125000	0.608472	19.963320
11684.830000	8797.782000	0.607272	19.968746
11684.840000	8798.106000	0.607492	19.962288
11684.850000	8798.092000	0.607568	19.963256
11684.860000	8798.139000	0.607121	19.972550
11684.870000	8798.507000	0.607509	19.962952
11684.880000	8798.226000	0.607070	19.971321
11684.890000	8798.528000	0.607708	19.963606
11684.900000	8798.657000	0.607730	19.964007
11684.910000	8798.684000	0.607744	19.968834
11684.920000	8798.799000	0.607861	19.965800
11684.930000	8799.057000	0.607839	19.968334
11684.940000	8798.865000	0.607292	19.965571
11684.950000	8799.235000	0.607890	19.968234
11684.960000	8799.354000	0.608094	19.968239
11684.970000	8799.448000	0.607381	19.964326
11684.980000	8799.519000	0.606859	19.966244
11684.990000	8799.523000	0.606459	19.965295
11685.000000	8799.474000	0.606090	19.969358
11685.010000	8799.761000	0.606737	19.968686
11685.020000	8799.781000	0.606714	19.968630
11685.030000	8799.990000	0.607162	19.954907
11685.040000	8800.031000	0.606745	19.972931
11685.050000	8800.042000	0.606627	19.972510
11685.060000	8800.341000	0.607243	19.961671
11685.070000	8800.421000	0.606995	19.966408
11685.080000	8800.375000	0.606513	19.967931
11685.090000	8800.406000	0.606666	19.965560
11685.100000	8800.423000	0.607026	19.968556
11685.110000	8800.836000	0.607761	19.965871
11685.120000	8800.807000	0.607955	19.967049
11685.130000	8801.099000	0.607928	19.965704
11685.140000	8800.913000	0.607539	19.967397
11685.150000	8801.162000	0.607262	19.970349
11685.160000	8801.148000	0.607776	19.963978
11685.170000	8801.548000	0.608301	19.962165
11685.180000	8801.482000	0.607135	19.969654
11685.190000	8801.513000	0.606676	19.970655
11685.200000	8801.518000	0.606745	19.965953
11685.210000	8801.324000	0.607230	19.962132
11685.220000	8801.940000	0.608821	19.968040
11685.230000	8802.079000	0.608586	19.974248
11685.240000	8802.134000	0.608132	19.964284
11685.250000	8802.060000	0.607380	19.966549
11685.260000	8802.145000	0.607726	19.959778
11685.270000	8802.162000	0.607654	19.970201
11685.280000	8802.516000	0.608513	19.968408
11685.290000	8802.629000	0.608778	19.967050
11685.300000	8802.545000	0.608020	19.967114
11685.310000	8802.761000	0.608013	19.968315
11685.320000	8802.767000	0.608222	19.965285
11685.330000	8802.834000	0.607946	19.969594
11685.340000	8803.193000	0.608551	19.958865
11685.350000	8803.451000	0.607761	19.969815
11685.360000	8802.917000	0.606567	19.970560
11685.370000	8803.089000	0.607394	19.960805
11685.380000	8803.252000	0.608399	19.972266
11685.390000	8803.798000	0.609228	19.963513
11685.400000	8803.843000	0.608244	19.969275
11685.410000	8803.878000	0.607540	19.966884
11685.420000	8803.877000	0.606643	19.967126
11685.430000	8803.689000	0.606424	19.961216
11685.440000	8803.643000	0.606870	19.973202
11685.450000	8804.305000	0.609024	19.962040
11685.460000	8804.388000	0.608273	19.969417
11685.470000	8804.351000	0.607311	19.972611
11685.480000	8804.222000	0.607730	19.960820
11685.490000	8804.735000	0.607772	19.969891
11685.500000	8804.434000	0.607414	19.964092
11685.510000	8804.613000	0.608069	19.964547
11685.520000	8804.787000	0.608213	19.971324
11685.530000	8805.071000	0.608817	19.966131
11685.540000	8805.299000	0.608513	19.962439
11685.550000	8804.854000	0.607299	19.969583
11685.560000	8805.286000	0.607846	19.966831
11685.570000	8805.473000	0.608046	19.965477
11685.580000	8805.575000	0.607377	19.963336
11685.590000	8805.654000	0.606678	19.972678
11685.600000	8805.707000	0.606312	19.963194
11685.610000	8805.727000	0.605768	19.966314
11685.620000	8805.616000	0.605823	19.966376
11685.630000	8805.808000	0.606459	19.968268
11685.640000	8806.221000	0.607015	19.968567
11685.650000	8806.104000	0.606976	19.961490
11685.660000	8805.962000	0.606710	19.968943
11685.670000	8806.226000	0.607629	19.968057
11685.680000	8806.577000	0.608285	19.964180
11685.690000	8806.306000	0.607638	19.970909
11685.700000	8806.875000	0.608350	19.967737
11685.710000	8807.112000	0.607787	19.962509
11685.720000	8806.906000	0.606446	19.969078
11685.730000	8807.129000	0.605898	19.964515
11685.740000	8806.609000	0.605111	19.966420
11685.750000	8807.152000	0.606005	19.968101
11685.760000	8807.198000	0.606213	19.964057
11685.770000	8807.392000	0.606464	19.966781
11685.780000	8807.269000	0.606239	19.971014
11685.790000	8807.354000	0.606957	19.961450
11685.800000	8807.438000	0.607820	19.966096
11685.810000	8807.740000	0.608381	19.970243
11685.820000	8808.181000	0.608535	19.967845
11685.830000	8808.116000	0.607446	19.963632
11685.840000	8807.882000	0.606791	19.968726
11685.850000	8807.890000	0.607147	19.962905
11685.860000	8808.294000	0.607839	19.967601
11685.870000	8808.447000	0.607771	19.974017
11685.880000	8808.523000	0.607396	19.958761
11685.890000	8808.404000	0.606478	19.973339
11685.900000	8808.431000	0.607048	19.963251
11685.910000	8808.820000	0.607610	19.967282
11685.920000	8808.503000	0.607872	19.968237
11685.930000	8809.187000	0.609232	19.963623
11685.940000	8809.141000	0.608789	19.968483
11685.950000	8808.997000	0.608062	19.967804
11685.960000	8809.320000	0.608099	19.965964
11685.970000	8809.059000	0.607706	19.964410
11685.980000	8809.433000	0.608446	19.967074
11685.990000	8809.658000	0.608719	19.967773
11686.000000	8809.414000	0.608424	19.964803
11686.010000	8809.991000	0.608806	19.964508
11686.020000	8809.820000	0.608081	19.971172
11686.030000	8810.241000	0.607578	19.968428
11686.040000	8810.117000	0.606812	19.965269
11686.050000	8810.024000	0.606248	19.968770
11686.060000	8810.128000	0.606642	19.964170
11686.070000	8810.388000	0.606879	19.963656
11686.080000	8810.117000	0.606517	19.969861
11686.090000	8810.386000	0.607873	19.965352
11686.100000	8810.817000	0.608640	19.969451
11686.110000	8810.643000	0.607944	19.969618
11686.120000	8810.884000	0.608287	19.961420
11686.130000	8811.142000	0.608088	19.964080
11686.140000	8811.201000	0.606806	19.973043
11686.150000	8811.019000	0.606664	19.962619
11686.160000	8811.266000	0.606799	19.966224
11686.170000	8811.172000	0.606604	19.967047
11686.180000	8811.462000	0.607219	19.964772
11686.190000	8811.688000	0.606942	19.971343
11686.200000	8811.686000	0.606579	19.966365
11686.210000	8811.442000	0.606476	19.962948
11686.220000	8811.750000	0.607473	19.967557
11686.230000	8812.018000	0.608097	19.963407
11686.240000	8812.215000	0.607805	19.969599
11686.250000	8812.072000	0.606764	19.973623
11686.260000	8812.148000	0.607318	19.959938
11686.270000	8812.461000	0.607534	19.968411
11686.280000	8812.387000	0.606859	19.967367
11686.290000	8812.292000	0.607098	19.964963
11686.300000	8812.769000	0.607304	19.968597
11686.310000	8812.612000	0.607141	19.970841
11686.320000	8812.717000	0.607756	19.964119
11686.330000	8813.019000	0.608177	19.967967
11686.340000	8813.181000	0.608207	19.964779
11686.350000	8812.997000	0.607741	19.965632
11686.360000	8813.328000	0.607718	19.964533
11686.370000	8813.357000	0.607209	19.969973
11686.380000	8813.219000	0.606987	19.970995
11686.390000	8813.413000	0.608261	19.964214
11686.400000	8813.610000	0.608970	19.964243
11686.410000	8814.003000	0.608992	19.971638
11686.420000	8814.088000	0.608273	19.963441
11686.430000	8813.927000	0.607317	19.964775
11686.440000	8813.804000	0.606664	19.971731
11686.450000	8813.951000	0.607309	19.964972
11686.460000	8814.505000	0.608451	19.964720
11686.470000	8814.468000	0.607440	19.972932
11686.480000	8814.415000	0.607047	19.962596
11686.490000	8814.354000	0.606652	19.967535
11686.500000	8814.988000	0.607347	19.966784
11686.510000	8814.619000	0.606364	19.967559
11686.520000	8814.498000	0.606404	19.967423
11686.530000	8815.160000	0.607680	19.963109
11686.540000	8814.955000	0.607091	19.967669
11686.550000	8815.111000	0.607315	19.961494
11686.560000	8814.882000	0.607490	19.970936
11686.570000	8815.546000	0.608766	19.968306
11686.580000	8815.664000	0.608306	19.966675
11686.590000	8815.491000	0.607334	19.967732
11686.600000	8815.334000	0.607247	19.965816
11686.610000	8815.873000	0.608040	19.967263
11686.620000	8815.817000	0.607882	19.968750
11686.630000	8815.885000	0.607682	19.967651
11686.640000	8815.942000	0.608049	19.964324
11686.650000	8816.353000	0.608788	19.962783
11686.660000	8816.384000	0.607355	19.971575
11686.670000	8816.423000	0.606739	19.972970
11686.680000	8816.430000	0.606740	19.961921
11686.690000	8816.414000	0.606416	19.961985
11686.700000	8816.562000	0.606611	19.969121
11686.710000	8816.908000	0.607156	19.969630
11686.720000	8816.706000	0.606745	19.962601
11686.730000	8816.970000	0.606764	19.970444
11686.740000	8817.122000	0.607023	19.962246
11686.750000	8817.055000	0.606359	19.969280
11686.760000	8817.299000	0.606547	19.969085
11686.770000	8817.365000	0.606515	19.967779
11686.780000	8817.237000	0.606609	19.961781
11686.790000	8817.265000	0.606857	19.972266
11686.800000	8817.953000	0.608723	19.962184
11686.810000	8817.745000	0.607400	19.966397
11686.820000	8817.699000	0.607208	19.964385
11686.830000	8818.010000	0.607284	19.972537
11686.840000	8818.100000	0.607410	19.964614
11686.850000	8818.141000	0.607022	19.966795
11686.860000	8818.346000	0.606937	19.968187
11686.870000	8818.329000	0.606878	19.961870
11686.880000	8818.569000	0.606176	19.972434
11686.890000	8818.480000	0.606312	19.960796
11686.900000	8818.654000	0.606004	19.966947
11686.910000	8818.558000	0.606011	19.970121
11686.920000	8818.781000	0.606710	19.965770
11686.930000	8818.753000	0.607020	19.967129
11686.940000	8818.895000	0.607655	19.967312
11686.950000	8819.142000	0.608483	19.970945
11686.960000	8819.163000	0.608947	19.962422
11686.970000	8819.409000	0.608839	19.968221
11686.980000	8819.807000	0.608177	19.970290
11686.990000	8819.641000	0.606956	19.969611
11687.000000	8819.211000	0.607029	19.958997
11687.010000	8819.708000	0.607631	19.973751
11687.020000	8819.972000	0.608829	19.960238
11687.030000	8820.126000	0.607975	19.967432
11687.040000	8820.066000	0.607231	19.966952
11687.050000	8820.016000	0.606776	19.969270
11687.060000	8820.237000	0.607444	19.966246
11687.070000	8820.276000	0.607141	19.970075
11687.080000	8820.189000	0.607401	19.966635
11687.090000	8820.680000	0.608603	19.964044
11687.100000	8820.593000	0.608007	19.969161
11687.110000	8820.508000	0.607857	19.965138
11687.120000	8820.739000	0.608728	19.968644
11687.130000	8821.055000	0.609002	19.970015
11687.140000	8820.873000	0.608814	19.960469
11687.150000	8821.416000	0.608710	19.972417
11687.160000	8821.511000	0.608293	19.968032
11687.170000	8821.045000	0.607464	19.962479
11687.180000	8821.360000	0.607695	19.969960
11687.190000	8821.360000	0.608234	19.969462
11687.200000	8821.195000	0.609016	19.961450
11687.210000	8822.175000	0.610666	19.966581
11687.220000	8822.264000	0.609144	19.970133
11687.230000	8822.193000	0.607729	19.967672
11687.240000	8821.817000	0.606693	19.968234
11687.250000	8822.208000	0.606690	19.962723
11687.260000	8822.255000	0.606409	19.968290
11687.270000	8822.251000	0.606193	19.969155
11687.280000	8822.373000	0.606425	19.966254
11687.290000	8822.424000	0.606404	19.965404
11687.300000	8822.349000	0.606808	19.964963
11687.310000	8822.933000	0.607981	19.971531
11687.320000	8823.131000	0.607670	19.964232
11687.330000	8822.878000	0.606403	19.968203
11687.340000	8823.120000	0.605888	19.968864
11687.350000	8822.970000	0.605779	19.966464
11687.360000	8823.119000	0.606335	19.961903
11687.370000	8823.174000	0.606731	19.971013
11687.380000	8823.543000	0.607475	19.965173
11687.390000	8823.316000	0.607229	19.967201
11687.400000	8823.737000	0.607949	19.969032
11687.410000	8823.627000	0.608026	19.968233
11687.420000	8823.791000	0.607892	19.965562
11687.430000	8823.870000	0.608298	19.962719
11687.440000	8824.007000	0.608698	19.967036
11687.450000	8824.284000	0.608169	19.974441
11687.460000	8824.508000	0.607725	19.968027
11687.470000	8823.876000	0.607221	19.963013
11687.480000	8824.279000	0.608316	19.966174
11687.490000	8824.618000	0.609393	19.965936
11687.500000	8824.843000	0.609114	19.965376
11687.510000	8824.701000	0.608237	19.967418
11687.520000	8825.246000	0.607978	19.964603
11687.530000	8824.768000	0.606792	19.970239
11687.540000	8825.156000	0.606794	19.967340
11687.550000	8824.974000	0.606689	19.963489
11687.560000	8824.997000	0.606885	19.966853
11687.570000	8825.363000	0.607675	19.969113
11687.580000	8825.427000	0.607940	19.964433
11687.590000	8825.639000	0.607600	19.972858
11687.600000	8825.118000	0.607985	19.959702
11687.610000	8825.860000	0.609072	19.970545
11687.620000	8826.005000	0.609564	19.966114
11687.630000	8826.187000	0.608380	19.965414
11687.640000	8826.032000	0.607499	19.963546
11687.650000	8826.178000	0.606986	19.971597
11687.660000	8826.279000	0.606900	19.965982
11687.670000	8826.466000	0.606604	19.966878
11687.680000	8826.447000	0.606094	19.966385
11687.690000	8826.353000	0.605751	19.964732
11687.700000	8826.540000	0.606551	19.969400
11687.710000	8826.895000	0.606603	19.964604
11687.720000	8826.740000	0.606276	19.963813
11687.730000	8826.775000	0.606413	19.969263
11687.740000	8826.971000	0.607059	19.967043
11687.750000	8827.542000	0.607734	19.969843
11687.760000	8826.938000	0.606471	19.963381
11687.770000	8827.201000	0.607017	19.967995
11687.780000	8827.414000	0.607690	19.963282
11687.790000	8827.770000	0.607857	19.969676
11687.800000	8827.579000	0.607276	19.966095
11687.810000	8827.710000	0.607136	19.965476
11687.820000	8827.873000	0.607301	19.968653
11687.830000	8827.999000	0.606964	19.966186
11687.840000	8827.784000	0.606705	19.967771
11687.850000	8828.169000	0.607465	19.968412
11687.860000	8828.414000	0.607577	19.967379
11687.870000	8828.340000	0.607064	19.963967
11687.880000	8828.196000	0.607036	19.962649
11687.890000	8828.360000	0.607620	19.972245
11687.900000	8828.688000	0.608396	19.963571
11687.910000	8828.955000	0.608193	19.970878
11687.920000	8828.772000	0.607627	19.966684
11687.930000	8828.951000	0.607800	19.962293
11687.940000	8828.949000	0.607427	19.970895
11687.950000	8829.058000	0.608166	19.967126
11687.960000	8829.515000	0.608611	19.966407
11687.970000	8829.408000	0.607905	19.964655
11687.980000	8829.276000	0.607072	19.967207
11687.990000	8829.588000	0.607399	19.971999
11688.000000	8829.627000	0.607297	19.963465
11688.010000	8829.529000	0.607395	19.966878
11688.020000	8829.783000	0.607752	19.969220
11688.030000	8829.783000	0.608397	19.965263
11688.040000	8830.176000	0.609303	19.963559
11688.050000	8830.240000	0.608565	19.969686
11688.060000	8830.224000	0.607969	19.965862
11688.070000	8830.215000	0.607778	19.966905
11688.080000	8830.194000	0.608411	19.969696
11688.090000	8830.493000	0.609353	19.965038
11688.100000	8830.727000	0.609334	19.963053
11688.110000	8831.073000	0.609121	19.971245
11688.120000	8831.073000	0.607877	19.962897
11688.130000	8831.098000	0.606744	19.971846
11688.140000	8831.106000	0.606276	19.963687
11688.150000	8830.835000	0.606022	19.962135
11688.160000	8831.135000	0.606186	19.972837
11688.170000	8831.686000	0.606940	19.960942
11688.180000	8831.513000	0.605853	19.970592
11688.190000	8831.178000	0.605728	19.962558
11688.200000	8831.528000	0.606434	19.972475
11688.210000	8831.805000	0.607491	19.963362
11688.220000	8831.589000	0.607112	19.967147
11688.230000	8831.924000	0.607982	19.967105
11688.240000	8832.170000	0.608075	19.966798
11688.250000	8832.110000	0.607500	19.971976
11688.260000	8832.315000	0.607608	19.962156
11688.270000	8832.127000	0.607256	19.969670
11688.280000	8832.397000	0.608174	19.963949
11688.290000	8832.841000	0.608151	19.971550
11688.300000	8832.574000	0.607371	19.964711
11688.310000	8832.800000	0.607256	19.965045
11688.320000	8832.774000	0.606932	19.966742
11688.330000	8832.942000	0.607347	19.965275
11688.340000	8833.044000	0.607009	19.964745
11688.350000	8833.280000	0.606932	19.971977
11688.360000	8833.189000	0.606687	19.967225
11688.370000	8832.868000	0.606824	19.963745
11688.380000	8833.466000	0.608068	19.968122
11688.390000	8833.527000	0.608658	19.974339
11688.400000	8834.081000	0.608803	19.963920
11688.410000	8833.702000	0.607527	19.960106
11688.420000	8833.700000	0.606795	19.970789
11688.430000	8833.495000	0.607245	19.968834
11688.440000	8833.985000	0.608915	19.959195
11688.450000	8834.546000	0.609107	19.971602
11688.460000	8834.086000	0.608092	19.968322
11688.470000	8834.439000	0.608010	19.963617
11688.480000	8834.279000	0.607645	19.963732
11688.490000	8834.425000	0.607843	19.970305
11688.500000	8834.696000	0.608338	19.965456
11688.510000	8834.797000	0.608227	19.968282
11688.520000	8834.618000	0.607884	19.965129
11688.530000	8834.979000	0.608118	19.970198
11688.540000	8835.140000	0.608414	19.965583
11688.550000	8834.918000	0.608148	19.968235
11688.560000	8835.436000	0.608531	19.967266
11688.570000	8835.436000	0.607855	19.969911
11688.580000	8835.298000	0.607412	19.962176
11688.590000	8835.612000	0.607514	19.967812
11688.600000	8835.374000	0.607504	19.966879
11688.610000	8835.847000	0.608186	19.969950
11688.620000	8835.838000	0.608024	19.966790
11688.630000	8835.916000	0.607829	19.963443
11688.640000	8836.048000	0.607918	19.967843
11688.650000	8836.189000	0.607587	19.969020
11688.660000	8835.916000	0.607506	19.965172
11688.670000	8836.399000	0.608588	19.967525
11688.680000	8836.387000	0.608370	19.972276
11688.690000	8836.741000	0.608766	19.962678
11688.700000	8836.499000	0.607921	19.968996
11688.710000	8836.927000	0.608067	19.962895
11688.720000	8836.975000	0.607429	19.967572
11688.730000	8836.838000	0.606683	19.969261
11688.740000	8836.886000	0.606934	19.961995
11688.750000	8837.099000	0.607384	19.969591
11688.760000	8837.032000	0.607683	19.967782
11688.770000	8837.274000	0.608626	19.966536
11688.780000	8837.278000	0.608935	19.963562
11688.790000	8837.826000	0.608959	19.969386
11688.800000	8837.575000	0.608346	19.969609
11688.810000	8837.781000	0.608355	19.963319
11688.820000	8837.556000	0.607961	19.967415
11688.830000	8837.997000	0.608625	19.968139
11688.840000	8838.133000	0.608681	19.965858
11688.850000	8838.118000	0.608120	19.970253
11688.860000	8838.339000	0.608220	19.961891
11688.870000	8838.378000	0.607592	19.966944
11688.880000	8838.208000	0.607584	19.963998
11688.890000	8838.585000	0.608223	19.971537
11688.900000	8838.563000	0.608011	19.967382
11688.910000	8839.008000	0.608297	19.963937
11688.920000	8838.821000	0.607667	19.963866
11688.930000	8838.695000	0.607086	19.975020
11688.940000	8839.129000	0.608055	19.962156
11688.950000	8839.104000	0.607923	19.968671
11688.960000	8838.984000	0.607750	19.965176
11688.970000	8839.439000	0.608340	19.970195
11688.980000	8839.713000	0.608443	19.965176
11688.990000	8839.665000	0.607384	19.965321
11689.000000	8839.328000	0.606937	19.965214
11689.010000	8839.675000	0.607345	19.972447
11689.020000	8839.758000	0.607890	19.964975
11689.030000	8839.819000	0.608569	19.964017
11689.040000	8840.254000	0.608559	19.967751
11689.050000	8840.283000	0.607980	19.971407
11689.060000	8840.421000	0.607125	19.963584
11689.070000	8840.276000	0.606544	19.965638
11689.080000	8840.293000	0.606273	19.965006
11689.090000	8840.546000	0.606527	19.967731
11689.100000	8840.326000	0.606604	19.967455
11689.110000	8840.690000	0.607753	19.968007
11689.120000	8841.141000	0.608548	19.965875
11689.130000	8841.165000	0.607225	19.967605
