Time(s)	Displ(microns)	Friction	Effective_Normal_stress(MPa)
20587.956000	5854.048000	0.454791	29.998266
20588.112000	5854.169000	0.454573	30.001910
20588.248000	5854.311000	0.454614	30.002765
20588.374000	5854.311000	0.454713	30.003545
20588.510000	5854.230000	0.454820	30.002836
20588.646000	5854.210000	0.455410	30.000583
20588.772000	5854.473000	0.454806	30.001528
20588.898000	5854.594000	0.454874	29.999716
20589.044000	5854.392000	0.454441	29.998503
20589.170000	5854.533000	0.454269	29.997459
20589.296000	5854.655000	0.453848	29.997633
20589.432000	5854.351000	0.455173	29.998407
20589.558000	5854.432000	0.454759	29.998295
20589.704000	5854.473000	0.455369	29.998970
20589.830000	5854.331000	0.454596	29.997872
20589.976000	5854.432000	0.454789	29.999801
20590.102000	5854.493000	0.454409	30.001101
20590.228000	5854.554000	0.454756	30.002984
20590.354000	5854.574000	0.454441	30.005952
20590.480000	5854.270000	0.454191	30.007376
20590.606000	5854.776000	0.454533	30.010498
20590.742000	5854.736000	0.454689	30.012445
20590.888000	5854.574000	0.454159	30.013677
20591.014000	5854.756000	0.453865	30.015260
20591.140000	5854.817000	0.454313	30.014420
20591.276000	5854.796000	0.454207	30.011850
20591.412000	5854.513000	0.453991	30.010137
20591.548000	5854.756000	0.454388	30.008837
20591.684000	5854.999000	0.454511	30.007077
20591.830000	5854.918000	0.454097	30.004776
20591.966000	5854.594000	0.454571	30.001408
20592.092000	5854.695000	0.454525	29.998644
20592.228000	5854.979000	0.454410	29.998671
20592.354000	5855.039000	0.454055	29.999504
20592.490000	5855.019000	0.454773	29.999547
20592.626000	5855.100000	0.454442	30.000183
20592.772000	5854.979000	0.454572	30.000338
20592.898000	5854.958000	0.454562	30.000965
20593.034000	5855.201000	0.454362	30.003762
20593.170000	5855.100000	0.454463	30.004491
20593.326000	5855.242000	0.454234	30.005658
20593.452000	5854.877000	0.455043	30.005838
20593.578000	5855.484000	0.454735	30.005095
20593.724000	5855.059000	0.454397	30.004906
20593.860000	5855.100000	0.455020	30.003863
20593.986000	5855.464000	0.454493	30.003651
20594.112000	5855.181000	0.454787	30.002046
20594.248000	5854.877000	0.454616	30.001061
20594.384000	5855.181000	0.454843	30.000016
20594.520000	5855.565000	0.454566	29.997670
20594.656000	5855.302000	0.454589	29.998593
20594.802000	5855.626000	0.454572	30.001701
20594.958000	5855.484000	0.454956	30.003568
20595.084000	5855.748000	0.454098	30.005115
20595.210000	5855.484000	0.454710	30.005819
20595.356000	5855.869000	0.453729	30.007923
20595.492000	5855.808000	0.454671	30.009115
20595.628000	5855.788000	0.454218	30.008031
20595.754000	5855.930000	0.454931	30.006199
20595.880000	5855.889000	0.454221	30.005709
20596.016000	5855.788000	0.455021	30.003145
20596.142000	5855.909000	0.454436	30.000958
20596.288000	5855.970000	0.454865	30.000128
20596.414000	5856.132000	0.454434	29.996784
20596.550000	5855.748000	0.454497	29.996408
20596.696000	5855.788000	0.454974	29.996091
20596.832000	5855.788000	0.455212	29.993381
20596.958000	5855.808000	0.455390	29.991947
20597.084000	5855.950000	0.454846	29.990832
20597.230000	5855.646000	0.455547	29.990828
20597.366000	5856.132000	0.454938	29.992230
20597.502000	5855.909000	0.455423	29.992754
20597.628000	5856.112000	0.454765	29.994806
20597.764000	5856.375000	0.454466	29.997867
20597.900000	5856.253000	0.454398	29.998576
20598.036000	5856.112000	0.453943	29.999763
20598.172000	5856.172000	0.454564	29.999929
20598.308000	5856.172000	0.455080	29.997471
20598.454000	5856.274000	0.454984	29.997492
20598.590000	5856.152000	0.454353	29.996795
20598.726000	5856.375000	0.455160	29.991816
20598.852000	5856.172000	0.454761	29.990726
20598.988000	5856.901000	0.454865	29.991052
20599.114000	5856.537000	0.454711	29.991021
20599.260000	5856.516000	0.454441	29.989022
20599.386000	5856.314000	0.454423	29.988801
20599.522000	5856.253000	0.455222	29.986293
20599.658000	5856.415000	0.455422	29.984565
20599.794000	5856.537000	0.455275	29.986285
20599.930000	5856.759000	0.455218	29.989334
20600.066000	5856.618000	0.454211	29.990593
20600.222000	5856.719000	0.454581	29.995072
20600.348000	5856.597000	0.454992	29.996326
20600.474000	5856.476000	0.454532	29.998787
20600.600000	5856.699000	0.454836	29.999655
20600.736000	5856.638000	0.455186	30.000183
20600.872000	5856.800000	0.454276	29.998290
20600.998000	5856.496000	0.455090	29.991959
20601.144000	5856.436000	0.455378	29.989650
20601.280000	5856.780000	0.455159	29.989248
20601.416000	5856.658000	0.454731	29.986839
20601.552000	5856.901000	0.454900	29.986834
20601.728000	5856.739000	0.454229	29.987352
20601.884000	5856.780000	0.454748	29.987931
20602.010000	5857.002000	0.454187	29.990790
20602.146000	5856.860000	0.455126	29.991133
20602.282000	5857.204000	0.454330	29.990264
20602.408000	5856.739000	0.454590	29.990533
20602.534000	5856.759000	0.454598	29.990181
20602.670000	5857.447000	0.454415	29.991947
20602.816000	5857.184000	0.454819	29.991642
20602.952000	5857.306000	0.455103	29.990642
20603.078000	5856.820000	0.455274	29.989639
20603.214000	5856.901000	0.454610	29.989917
20603.350000	5857.447000	0.454810	29.990443
20603.487000	5857.427000	0.454980	29.990606
20603.623000	5857.488000	0.454674	29.990923
20603.759000	5857.366000	0.454668	29.992437
20603.895000	5857.609000	0.454519	29.991408
20604.021000	5857.387000	0.454959	29.994283
20604.147000	5857.488000	0.454048	29.995618
20604.293000	5857.528000	0.455184	29.996614
20604.429000	5857.447000	0.454552	29.998158
20604.565000	5857.670000	0.454037	29.998442
20604.711000	5857.387000	0.455259	29.998664
20604.857000	5857.488000	0.454135	29.999185
20604.983000	5857.366000	0.454552	30.000120
20605.109000	5857.528000	0.455104	29.997813
20605.245000	5857.629000	0.454152	29.997210
20605.381000	5857.710000	0.454619	29.996479
20605.517000	5857.933000	0.454041	29.996011
20605.653000	5857.933000	0.454081	29.995845
20605.789000	5857.427000	0.454784	29.994618
20605.925000	5857.812000	0.454976	29.994399
20606.051000	5857.973000	0.454928	29.996989
20606.197000	5857.791000	0.454503	29.996310
20606.353000	5857.913000	0.455112	29.995958
20606.489000	5857.690000	0.455325	29.994530
20606.625000	5857.710000	0.454856	29.992226
20606.751000	5857.771000	0.455183	29.992862
20606.887000	5857.771000	0.455342	29.992454
20607.013000	5858.095000	0.454226	29.994642
20607.139000	5857.650000	0.454302	29.996652
20607.275000	5858.075000	0.454695	29.999916
20607.411000	5858.297000	0.453555	30.004403
20607.537000	5858.237000	0.454959	30.008123
20607.663000	5858.156000	0.453901	30.009176
20607.789000	5858.338000	0.454177	30.009430
20607.925000	5857.852000	0.454423	30.008173
20608.051000	5858.075000	0.454693	30.004684
20608.227000	5858.338000	0.454477	30.000978
20608.383000	5858.216000	0.454654	29.998485
20608.519000	5858.378000	0.454692	29.993436
20608.655000	5858.419000	0.454556	29.992693
20608.781000	5858.419000	0.454527	29.991383
20608.947000	5858.297000	0.453958	29.991748
20609.073000	5858.358000	0.455012	29.993159
20609.199000	5858.196000	0.455419	29.994886
20609.325000	5858.257000	0.454692	30.001677
20609.451000	5858.135000	0.454628	30.003193
20609.577000	5858.419000	0.454225	30.004599
20609.723000	5858.520000	0.454541	30.007884
20609.849000	5858.439000	0.455803	30.008887
20609.985000	5858.682000	0.454210	30.009116
20610.111000	5858.540000	0.453922	30.007152
20610.257000	5858.560000	0.454054	30.003975
20610.393000	5858.500000	0.454709	30.002140
20610.529000	5858.884000	0.453701	30.002520
20610.655000	5858.479000	0.453910	30.001400
20610.791000	5858.722000	0.454062	30.002424
20610.927000	5858.965000	0.453938	30.001999
20611.053000	5858.661000	0.454480	30.002395
20611.219000	5858.904000	0.454858	30.003475
20611.355000	5858.823000	0.453831	30.003976
20611.481000	5858.783000	0.453913	30.002577
20611.607000	5858.783000	0.453255	30.003513
20611.733000	5858.884000	0.454207	30.003111
20611.869000	5858.803000	0.454340	30.002077
20612.005000	5858.864000	0.454257	30.001505
20612.141000	5859.127000	0.453925	30.004222
20612.287000	5859.167000	0.454023	30.006144
20612.423000	5859.167000	0.454727	30.007959
20612.549000	5858.742000	0.454649	30.008125
20612.695000	5859.005000	0.454852	30.008419
20612.851000	5859.086000	0.453688	30.008077
20612.987000	5859.066000	0.454625	30.007468
20613.123000	5859.127000	0.454044	30.003085
20613.259000	5859.066000	0.454006	30.000025
20613.405000	5859.167000	0.454255	29.997771
20613.531000	5859.066000	0.454960	29.993303
20613.667000	5859.289000	0.455039	29.990993
20613.803000	5859.511000	0.454257	29.987267
20613.949000	5859.349000	0.454188	29.986953
20614.085000	5859.552000	0.454051	29.986228
20614.211000	5859.208000	0.454759	29.986772
20614.347000	5859.552000	0.455567	29.986037
20614.473000	5859.370000	0.454770	29.987295
20614.599000	5859.552000	0.454456	29.987994
20614.735000	5859.491000	0.454260	29.990493
20614.871000	5859.693000	0.453963	29.992259
20614.997000	5859.633000	0.454107	29.993727
20615.123000	5859.592000	0.454895	29.995035
20615.259000	5859.734000	0.454475	29.995252
20615.385000	5859.754000	0.453965	29.996289
20615.521000	5859.855000	0.453952	29.994968
20615.657000	5859.795000	0.454327	29.994086
20615.793000	5859.774000	0.454722	29.994160
20615.939000	5859.815000	0.454055	29.995481
20616.065000	5859.896000	0.454614	29.993896
20616.221000	5859.815000	0.453681	29.999398
20616.347000	5860.037000	0.453729	29.999860
20616.473000	5859.977000	0.453582	30.001608
20616.599000	5859.754000	0.453573	30.000978
20616.755000	5859.673000	0.453916	30.001787
20616.881000	5859.855000	0.454019	30.001189
20617.007000	5859.714000	0.453447	30.002376
20617.143000	5859.815000	0.453674	30.001224
20617.279000	5859.734000	0.454194	29.998518
20617.415000	5859.693000	0.453865	29.997759
20617.551000	5860.098000	0.454341	29.997396
20617.717000	5859.997000	0.454265	29.997359
20617.843000	5860.280000	0.453146	29.997534
20617.969000	5859.936000	0.453977	29.995367
20618.095000	5860.301000	0.454021	29.995981
20618.231000	5860.199000	0.453950	29.997761
20618.357000	5860.381000	0.454519	29.997655
20618.493000	5859.997000	0.454747	29.999610
20618.629000	5860.260000	0.454489	30.000350
20618.765000	5860.139000	0.454208	29.999212
20618.901000	5860.321000	0.453986	30.000112
20619.037000	5860.240000	0.455073	29.998626
20619.183000	5860.624000	0.453841	29.998002
20619.319000	5860.199000	0.454127	29.995941
20619.445000	5860.179000	0.454504	29.995108
20619.571000	5860.564000	0.454310	29.995536
20619.707000	5860.301000	0.454721	29.995902
20619.843000	5860.523000	0.454527	29.996248
20619.979000	5860.381000	0.454453	29.996224
20620.115000	5860.503000	0.454033	29.999539
20620.251000	5860.685000	0.453949	30.000883
20620.387000	5860.564000	0.454490	30.003138
20620.523000	5860.786000	0.454041	30.005814
20620.659000	5860.301000	0.453934	30.005289
20620.795000	5860.766000	0.454395	30.004666
20620.941000	5860.806000	0.454050	30.004860
20621.077000	5860.867000	0.454531	30.002341
20621.223000	5860.564000	0.453866	29.998487
20621.359000	5860.645000	0.454465	29.995892
20621.485000	5860.827000	0.454464	29.995185
20621.621000	5860.827000	0.454737	30.000125
20621.747000	5861.110000	0.453882	30.002755
20621.883000	5860.766000	0.454756	30.002726
20622.019000	5861.110000	0.453717	30.002942
20622.155000	5861.171000	0.454539	30.003535
20622.291000	5860.887000	0.453510	30.004132
20622.447000	5860.827000	0.454370	30.004562
20622.573000	5860.968000	0.454683	30.001835
20622.719000	5861.211000	0.454585	29.997798
20622.845000	5861.090000	0.454675	29.996849
20622.971000	5861.009000	0.454178	29.997143
20623.107000	5861.029000	0.454402	29.997233
20623.233000	5861.515000	0.454079	29.998352
20623.369000	5861.171000	0.454654	29.999978
20623.505000	5861.191000	0.454690	29.999057
20623.661000	5861.231000	0.454163	30.000059
20623.787000	5861.272000	0.454330	29.999189
20623.913000	5861.414000	0.454112	29.999823
20624.049000	5861.070000	0.454782	29.998289
20624.185000	5861.535000	0.454553	29.998367
20624.321000	5861.333000	0.454289	29.996284
20624.447000	5861.454000	0.454649	29.995186
20624.593000	5861.353000	0.454034	29.996802
20624.719000	5861.697000	0.454080	29.997316
20624.855000	5861.656000	0.454100	29.997228
20624.991000	5861.494000	0.454255	29.998995
20625.137000	5861.535000	0.454416	30.002489
20625.263000	5861.596000	0.454201	30.002826
20625.399000	5861.697000	0.454265	30.003396
20625.535000	5861.596000	0.454648	30.004987
20625.691000	5861.596000	0.454351	30.003509
20625.817000	5861.838000	0.454830	30.001993
20625.943000	5861.677000	0.453966	30.000570
20626.079000	5861.778000	0.454273	29.999189
20626.205000	5861.818000	0.454862	29.998931
20626.341000	5861.535000	0.454268	29.998309
20626.477000	5861.879000	0.453981	29.997465
20626.623000	5861.737000	0.454645	29.996302
20626.749000	5861.778000	0.454662	29.996471
20626.885000	5861.960000	0.454560	29.998006
20627.021000	5861.899000	0.454634	29.997158
20627.157000	5862.021000	0.454182	29.998226
20627.293000	5862.000000	0.454301	29.999049
20627.439000	5862.243000	0.453834	30.001908
20627.575000	5862.122000	0.453464	30.004689
20627.701000	5862.284000	0.453522	30.005728
20627.837000	5861.980000	0.454233	30.008210
20627.963000	5862.263000	0.454121	30.009203
20628.099000	5862.021000	0.454133	30.010677
20628.235000	5861.697000	0.454496	30.011472
20628.371000	5861.980000	0.454960	30.011968
20628.507000	5862.466000	0.454445	30.010162
20628.643000	5862.081000	0.455563	30.008874
20628.779000	5862.000000	0.454160	30.008150
20628.915000	5862.041000	0.454919	30.002841
20629.061000	5862.344000	0.454336	30.001616
20629.187000	5862.587000	0.455077	29.999270
20629.323000	5862.567000	0.454591	29.994834
20629.459000	5862.385000	0.454647	29.992800
20629.605000	5862.587000	0.454858	29.991555
20629.731000	5862.668000	0.454906	29.991972
20629.867000	5862.567000	0.454286	29.992840
20629.993000	5862.870000	0.455359	29.993053
20630.129000	5862.486000	0.454332	29.992405
20630.265000	5862.709000	0.455329	29.991577
20630.401000	5862.547000	0.455309	29.990671
20630.537000	5862.931000	0.455101	29.990742
20630.693000	5862.587000	0.454085	29.990525
20630.839000	5862.709000	0.455341	29.989002
20630.975000	5862.749000	0.454763	29.987541
20631.111000	5862.587000	0.455054	29.987150
20631.247000	5862.790000	0.454984	29.987883
20631.383000	5862.790000	0.454570	29.989859
20631.519000	5862.891000	0.454704	29.989860
20631.655000	5862.607000	0.454409	29.989555
20631.791000	5863.336000	0.454249	29.991073
20631.937000	5863.235000	0.455393	29.992613
20632.073000	5862.911000	0.454906	29.991434
20632.219000	5863.356000	0.454973	29.994014
20632.355000	5863.032000	0.454820	29.993121
20632.481000	5862.769000	0.454729	29.993943
20632.607000	5863.174000	0.454477	29.995347
20632.743000	5863.134000	0.454825	29.993966
20632.869000	5862.992000	0.454603	29.993690
20633.005000	5863.478000	0.453571	29.997394
20633.151000	5863.154000	0.453719	29.999597
20633.287000	5863.093000	0.454338	29.998873
20633.443000	5863.194000	0.455003	29.998697
20633.569000	5863.619000	0.453964	29.998803
20633.715000	5863.255000	0.454448	30.001334
20633.841000	5863.397000	0.454260	30.000273
20633.977000	5863.397000	0.454346	30.000852
20634.103000	5863.215000	0.454327	29.995855
20634.249000	5863.275000	0.454510	29.995223
20634.385000	5863.316000	0.454813	29.996337
20634.511000	5863.781000	0.453878	29.998052
20634.637000	5863.680000	0.454282	29.995556
20634.773000	5863.336000	0.454235	29.997162
20634.899000	5863.457000	0.454144	29.997039
20635.035000	5863.518000	0.454526	29.998913
20635.181000	5863.761000	0.453748	30.001202
20635.317000	5863.275000	0.454220	30.003112
20635.443000	5863.518000	0.454566	30.001586
20635.579000	5863.741000	0.453740	30.001147
20635.715000	5863.842000	0.453479	30.001797
20635.851000	5863.700000	0.453668	30.002572
20635.987000	5863.680000	0.454424	30.002291
20636.123000	5863.538000	0.454184	29.998614
20636.259000	5863.639000	0.453934	29.996474
20636.385000	5863.903000	0.454788	29.995050
20636.521000	5863.983000	0.454392	29.993836
20636.657000	5863.943000	0.453449	29.992643
20636.793000	5864.085000	0.454246	29.990297
20636.939000	5863.983000	0.454310	29.989830
20637.065000	5864.125000	0.454072	29.990443
20637.201000	5863.882000	0.454034	29.991575
20637.337000	5863.983000	0.454172	29.992371
20637.473000	5863.903000	0.453790	29.992723
20637.619000	5864.105000	0.454362	29.992479
20637.745000	5864.125000	0.454240	29.996151
20637.871000	5864.064000	0.453881	29.997253
20638.007000	5864.064000	0.453743	29.999634
20638.153000	5864.085000	0.453778	29.999828
20638.289000	5864.145000	0.454219	30.000492
20638.435000	5864.449000	0.453902	30.002287
20638.571000	5864.085000	0.454592	30.003662
20638.717000	5864.591000	0.454018	30.005059
20638.843000	5864.166000	0.454688	30.007599
20638.969000	5864.307000	0.454245	30.006991
20639.105000	5864.004000	0.455126	30.006242
20639.231000	5864.510000	0.454268	30.009702
20639.367000	5864.307000	0.454111	30.008980
20639.503000	5864.510000	0.453555	30.009473
20639.649000	5864.348000	0.454283	30.006873
20639.775000	5864.530000	0.453730	30.005173
20639.911000	5864.752000	0.454007	30.005633
20640.047000	5864.510000	0.454215	30.005751
20640.193000	5864.570000	0.453863	30.005497
20640.319000	5864.611000	0.454095	30.004352
20640.445000	5864.712000	0.453879	30.006961
20640.591000	5864.510000	0.453591	30.009496
20640.717000	5864.368000	0.454023	30.011771
20640.853000	5864.671000	0.453950	30.011699
20640.989000	5864.570000	0.453320	30.011075
20641.125000	5864.773000	0.453225	30.009120
20641.261000	5864.671000	0.453375	30.008124
20641.397000	5864.732000	0.453683	30.006837
20641.533000	5864.773000	0.453760	30.003601
20641.689000	5864.874000	0.453863	30.000050
20641.815000	5864.813000	0.454057	30.000700
20641.941000	5864.712000	0.453541	30.000997
20642.087000	5864.995000	0.453849	30.003699
20642.213000	5864.773000	0.453696	30.006873
20642.349000	5864.995000	0.453385	30.008329
20642.475000	5865.015000	0.453232	30.008414
20642.611000	5864.732000	0.453183	30.013129
20642.747000	5865.076000	0.453510	30.012712
20642.883000	5864.833000	0.453430	30.012890
20643.019000	5865.198000	0.453614	30.011108
20643.155000	5865.238000	0.454407	30.011005
20643.291000	5865.015000	0.453885	30.010649
20643.437000	5865.036000	0.453784	30.008972
20643.563000	5865.359000	0.453813	30.008440
20643.689000	5864.995000	0.454235	30.008077
20643.825000	5865.198000	0.454718	30.004422
20643.961000	5865.258000	0.454157	30.003093
20644.087000	5865.015000	0.454130	30.003606
20644.223000	5865.198000	0.454174	30.001239
20644.359000	5865.299000	0.454369	30.000919
20644.495000	5865.319000	0.453929	30.000257
20644.641000	5865.299000	0.454938	29.997748
20644.777000	5865.643000	0.454298	29.999736
20644.913000	5865.420000	0.453443	29.999984
20645.059000	5865.380000	0.455334	29.998825
20645.195000	5865.602000	0.455202	29.997791
20645.321000	5865.521000	0.454413	29.997512
20645.457000	5865.440000	0.454168	29.996476
20645.593000	5865.501000	0.454837	29.995055
20645.719000	5865.582000	0.454708	29.994829
20645.845000	5865.683000	0.454713	29.994603
20645.991000	5865.562000	0.454562	29.994592
20646.127000	5865.784000	0.454233	29.997094
20646.263000	5865.784000	0.454003	29.997293
20646.399000	5865.946000	0.454777	30.000382
20646.555000	5865.663000	0.454183	30.002931
20646.681000	5865.886000	0.454524	30.003935
20646.807000	5866.048000	0.454446	30.004003
20646.943000	5866.007000	0.454980	30.002635
20647.089000	5865.926000	0.454812	30.003550
20647.215000	5865.926000	0.454101	30.003174
20647.351000	5865.926000	0.454510	30.003455
20647.477000	5865.946000	0.455141	30.002999
20647.613000	5865.967000	0.454630	30.000960
20647.749000	5865.946000	0.454886	30.000349
20647.885000	5865.906000	0.454310	29.999753
20648.021000	5866.169000	0.454484	29.997409
20648.157000	5866.108000	0.454352	29.996415
20648.293000	5866.068000	0.454556	29.995638
20648.439000	5866.149000	0.454415	29.994065
20648.585000	5866.432000	0.454045	29.994645
20648.721000	5866.371000	0.454678	29.993108
20648.847000	5866.230000	0.454529	29.992942
20648.973000	5866.209000	0.454805	29.993328
20649.109000	5866.756000	0.454889	29.994911
20649.235000	5866.169000	0.454516	29.995608
20649.371000	5866.068000	0.454257	29.995233
20649.517000	5866.594000	0.454173	29.995562
20649.653000	5866.655000	0.454061	29.997416
20649.779000	5866.837000	0.454992	29.996972
20649.935000	5866.371000	0.454786	29.998916
20650.081000	5866.452000	0.454780	29.998207
20650.207000	5866.351000	0.454454	29.997488
20650.333000	5867.019000	0.454581	29.997890
20650.469000	5866.614000	0.454718	29.999798
20650.595000	5866.594000	0.454091	30.001244
20650.721000	5866.634000	0.454591	30.001987
20650.857000	5866.756000	0.454195	30.003157
20650.993000	5866.675000	0.454104	30.005159
20651.129000	5866.958000	0.454731	30.008126
20651.265000	5867.039000	0.454377	30.008949
20651.401000	5866.857000	0.454136	30.009671
20651.547000	5866.736000	0.454456	30.007627
20651.683000	5866.897000	0.454011	30.008127
20651.809000	5867.059000	0.453820	30.007082
20651.955000	5866.897000	0.454130	30.004489
20652.081000	5866.816000	0.454698	30.000157
20652.217000	5866.796000	0.454469	29.997188
20652.353000	5867.201000	0.455295	29.995387
20652.489000	5866.978000	0.454132	29.995050
20652.625000	5867.120000	0.454360	29.993028
20652.751000	5867.019000	0.453980	29.993333
20652.887000	5867.322000	0.453564	29.994555
20653.023000	5866.958000	0.454158	29.998337
20653.159000	5867.160000	0.453974	30.001357
20653.295000	5867.080000	0.454816	30.007033
20653.451000	5866.938000	0.454089	30.009652
20653.577000	5867.221000	0.454191	30.010306
20653.713000	5867.363000	0.453782	30.010937
20653.839000	5867.059000	0.454059	30.012275
20653.985000	5867.262000	0.454003	30.012207
20654.111000	5867.221000	0.453381	30.012121
20654.237000	5867.322000	0.453961	30.012405
20654.373000	5867.282000	0.453413	30.013403
20654.509000	5867.383000	0.453856	30.011822
20654.635000	5867.484000	0.453848	30.012322
20654.761000	5867.343000	0.453774	30.012231
20654.887000	5867.383000	0.453833	30.011184
20655.023000	5867.181000	0.454972	30.009838
20655.149000	5867.565000	0.454110	30.008431
20655.295000	5867.848000	0.454574	30.006737
20655.431000	5867.909000	0.454405	30.004624
20655.567000	5867.585000	0.454326	30.003643
20655.703000	5867.585000	0.454775	30.001718
20655.839000	5867.727000	0.454460	30.000226
20655.965000	5867.808000	0.454192	29.999313
20656.101000	5867.727000	0.454567	29.999359
20656.237000	5867.828000	0.454072	30.000396
20656.373000	5867.848000	0.454472	30.001166
20656.509000	5867.828000	0.454547	30.002152
20656.645000	5867.950000	0.454936	30.003556
20656.781000	5867.828000	0.454359	30.004086
20656.927000	5867.808000	0.453680	30.007141
20657.063000	5867.788000	0.453813	30.007119
20657.189000	5868.172000	0.454314	30.008743
20657.335000	5867.808000	0.454026	30.004988
20657.461000	5868.233000	0.453276	30.004785
20657.587000	5867.869000	0.455020	30.003458
20657.723000	5868.314000	0.454600	30.001772
20657.859000	5868.253000	0.454087	30.000034
20657.995000	5868.233000	0.453884	29.997821
20658.131000	5868.213000	0.454760	29.995400
20658.267000	5868.375000	0.454033	29.995952
20658.393000	5868.253000	0.454135	29.995483
20658.519000	5868.476000	0.453936	29.994983
20658.655000	5868.395000	0.454511	29.993468
20658.791000	5868.253000	0.453900	29.995883
20658.937000	5868.172000	0.454194	29.998335
20659.073000	5868.213000	0.453709	29.998007
20659.209000	5868.415000	0.454054	30.001760
20659.345000	5868.577000	0.454502	30.003066
20659.481000	5868.395000	0.453814	30.005540
20659.617000	5868.516000	0.453487	30.008963
20659.763000	5868.334000	0.454314	30.008083
20659.899000	5868.415000	0.453751	30.006891
20660.025000	5868.415000	0.453882	30.009963
20660.181000	5868.435000	0.453309	30.010281
20660.307000	5868.881000	0.453909	30.010390
20660.433000	5868.597000	0.453253	30.009032
20660.569000	5868.800000	0.453631	30.006943
20660.695000	5868.537000	0.452999	30.006344
20660.831000	5868.617000	0.453843	30.005573
20660.967000	5868.719000	0.453790	30.003311
20661.103000	5868.557000	0.453512	30.000961
20661.239000	5868.921000	0.453918	29.998408
20661.375000	5868.881000	0.454089	29.999446
20661.511000	5868.617000	0.454235	29.998760
20661.647000	5868.739000	0.453064	29.998845
20661.793000	5868.779000	0.454429	30.000711
20661.919000	5868.901000	0.453427	30.001826
20662.055000	5868.759000	0.454007	30.001146
20662.201000	5869.164000	0.454053	30.001795
20662.327000	5868.719000	0.453612	29.999069
20662.453000	5868.901000	0.454179	29.997994
20662.589000	5869.123000	0.454617	29.997764
20662.735000	5869.063000	0.454232	29.997022
20662.861000	5869.225000	0.454830	29.994183
20662.997000	5869.063000	0.454514	29.994809
20663.133000	5869.123000	0.454199	29.993353
20663.269000	5869.083000	0.454434	29.993807
20663.405000	5869.204000	0.453771	29.992812
20663.541000	5869.042000	0.454245	29.991617
20663.697000	5869.184000	0.453489	29.990554
20663.823000	5869.184000	0.454480	29.991137
20663.949000	5869.467000	0.454111	29.990674
20664.085000	5869.204000	0.454430	29.990832
20664.211000	5869.184000	0.454074	29.989771
20664.347000	5869.366000	0.453654	29.989051
20664.483000	5869.508000	0.454159	29.990523
20664.619000	5869.346000	0.454812	29.991119
20664.765000	5869.690000	0.454752	29.993516
20664.901000	5869.386000	0.454418	29.993297
20665.027000	5869.710000	0.454364	29.994262
20665.173000	5869.386000	0.454017	29.995775
20665.329000	5869.427000	0.453924	29.995662
20665.465000	5869.629000	0.454549	29.994584
20665.601000	5869.427000	0.454200	29.992986
20665.737000	5869.589000	0.454365	29.993256
20665.883000	5869.730000	0.454402	29.994268
20666.029000	5869.528000	0.453661	29.995460
20666.155000	5869.751000	0.453656	29.996753
20666.281000	5869.730000	0.453952	29.997054
20666.427000	5870.095000	0.453991	30.003120
20666.563000	5869.933000	0.454090	30.003892
20666.689000	5870.095000	0.454162	30.005213
20666.835000	5869.993000	0.454429	30.004076
20666.961000	5869.832000	0.453910	30.003619
20667.097000	5869.751000	0.454004	30.004727
20667.233000	5869.832000	0.454225	30.005145
20667.359000	5869.852000	0.453995	30.004418
20667.495000	5869.913000	0.454838	30.003791
20667.631000	5870.176000	0.454185	30.006468
20667.767000	5870.155000	0.453693	30.008567
20667.903000	5870.216000	0.454560	30.010700
20668.039000	5869.933000	0.454144	30.011653
20668.175000	5870.196000	0.454858	30.011741
20668.321000	5870.398000	0.454663	30.011887
20668.447000	5870.095000	0.453784	30.012188
20668.583000	5870.115000	0.454773	30.011513
20668.719000	5870.317000	0.454205	30.011352
20668.845000	5870.499000	0.454448	30.012273
20668.971000	5870.479000	0.453925	30.012690
20669.097000	5870.520000	0.454568	30.010322
20669.223000	5870.459000	0.454333	30.007489
20669.359000	5870.277000	0.454646	30.004787
20669.485000	5870.418000	0.454610	30.001612
20669.621000	5870.378000	0.454304	29.997858
20669.757000	5870.520000	0.454716	29.998295
20669.893000	5870.540000	0.454830	29.997425
20670.029000	5870.499000	0.454265	29.999662
20670.205000	5870.499000	0.454391	30.004375
20670.361000	5870.843000	0.454892	30.007165
20670.487000	5870.682000	0.454528	30.011844
20670.623000	5870.560000	0.453972	30.013499
20670.749000	5870.459000	0.453928	30.012925
20670.885000	5870.924000	0.454110	30.013353
20671.021000	5870.479000	0.454194	30.014850
20671.177000	5871.026000	0.453882	30.014319
20671.303000	5870.702000	0.454400	30.013783
20671.429000	5871.228000	0.453893	30.013519
20671.565000	5870.378000	0.454615	30.013205
20671.691000	5870.682000	0.453626	30.012509
20671.827000	5870.864000	0.454207	30.010642
20671.963000	5871.086000	0.453921	30.007726
20672.099000	5870.864000	0.454135	30.005323
20672.235000	5871.066000	0.454610	30.003022
20672.371000	5871.127000	0.454122	30.000777
20672.507000	5871.066000	0.454028	30.001772
20672.643000	5870.965000	0.454136	30.003025
20672.789000	5871.086000	0.454613	30.001639
20672.925000	5870.985000	0.454133	29.999922
20673.051000	5871.410000	0.454487	29.999079
20673.177000	5871.187000	0.454427	29.998174
20673.323000	5871.066000	0.454819	29.996313
20673.459000	5871.471000	0.454435	29.994559
20673.595000	5871.410000	0.454287	29.994393
