Time(s)	Displ(microns)	Friction	EffectiveNormalstress(MPa)
8709.734000	1675.462000	0.532695	29.991444
8709.880000	1675.360000	0.532507	29.992335
8710.016000	1675.522000	0.531792	29.993063
8710.162000	1675.502000	0.531903	29.994089
8710.298000	1675.664000	0.531536	29.996268
8710.424000	1675.644000	0.531479	30.000781
8710.560000	1675.644000	0.531411	30.002175
8710.686000	1675.704000	0.531588	30.003651
8710.822000	1675.806000	0.531075	30.007385
8710.948000	1675.745000	0.531101	30.008847
8711.094000	1675.745000	0.531549	30.010907
8711.220000	1675.907000	0.531066	30.016006
8711.356000	1675.785000	0.531017	30.015642
8711.492000	1675.785000	0.531033	30.017632
8711.638000	1675.846000	0.531325	30.018207
8711.764000	1675.866000	0.530969	30.017279
8711.890000	1676.170000	0.531577	30.019006
8712.036000	1675.704000	0.531032	30.019059
8712.162000	1675.785000	0.531257	30.017400
8712.298000	1675.968000	0.531138	30.015971
8712.434000	1675.947000	0.530732	30.015594
8712.570000	1675.907000	0.531556	30.014163
8712.706000	1675.988000	0.531093	30.012873
8712.842000	1676.170000	0.531553	30.010700
8712.978000	1675.968000	0.531552	30.007068
8713.124000	1676.028000	0.532076	30.008157
8713.250000	1676.271000	0.530400	30.007882
8713.386000	1675.927000	0.531699	30.006184
8713.523000	1676.190000	0.531795	30.007830
8713.649000	1676.129000	0.531214	30.007589
8713.786000	1676.190000	0.531228	30.010467
8713.923000	1676.372000	0.531283	30.010502
8714.069000	1676.453000	0.530967	30.012951
8714.195000	1676.392000	0.531166	30.011575
8714.323000	1676.210000	0.531015	30.011588
8714.449000	1676.494000	0.531669	30.011001
8714.576000	1676.635000	0.530109	30.009746
8714.702000	1676.554000	0.531917	30.006284
8714.828000	1676.575000	0.531481	30.002774
8714.964000	1676.595000	0.531958	30.001596
8715.090000	1676.392000	0.531393	29.995149
8715.226000	1676.494000	0.531826	29.993405
8715.372000	1676.494000	0.531669	29.992714
8715.498000	1676.453000	0.531946	29.991200
8715.634000	1676.817000	0.531617	29.993388
8715.760000	1676.494000	0.531751	29.993358
8715.906000	1676.797000	0.531596	29.994439
8716.032000	1676.635000	0.532102	29.997359
8716.168000	1676.858000	0.531400	29.999348
8716.314000	1676.656000	0.531610	29.999263
8716.450000	1676.878000	0.531743	30.000204
8716.576000	1676.898000	0.532094	30.000603
8716.712000	1676.716000	0.532173	30.000460
8716.848000	1677.101000	0.532049	30.000981
8716.984000	1676.939000	0.532143	29.999272
8717.130000	1676.898000	0.532348	29.999419
8717.256000	1676.777000	0.532894	29.997751
8717.392000	1676.939000	0.533089	29.998422
8717.518000	1676.959000	0.531850	29.997235
8717.654000	1676.838000	0.532140	29.994250
8717.790000	1677.040000	0.531916	29.995125
8717.926000	1677.303000	0.532489	29.994859
8718.062000	1677.222000	0.532280	29.995878
8718.198000	1677.020000	0.532329	29.998101
8718.344000	1677.242000	0.532082	29.999963
8718.480000	1677.040000	0.532079	30.003656
8718.626000	1676.979000	0.531628	30.006217
8718.752000	1677.000000	0.531700	30.006407
8718.878000	1677.101000	0.531697	30.008294
8719.004000	1677.202000	0.532479	30.011492
8719.140000	1677.263000	0.531853	30.011590
8719.286000	1677.060000	0.531665	30.011504
8719.422000	1677.242000	0.531955	30.009355
8719.548000	1677.182000	0.531712	30.007399
8719.684000	1677.283000	0.532194	30.009594
8719.820000	1677.526000	0.531441	30.010383
8719.956000	1677.526000	0.532223	30.009105
8720.092000	1677.526000	0.532267	30.008734
8720.228000	1677.546000	0.531870	30.010554
8720.384000	1677.505000	0.532577	30.010989
8720.510000	1677.627000	0.532399	30.013145
8720.636000	1677.566000	0.532252	30.011105
8720.782000	1677.829000	0.532272	30.009184
8720.918000	1677.769000	0.532017	30.005982
8721.044000	1677.465000	0.531852	30.003878
8721.180000	1677.526000	0.532959	30.001461
8721.306000	1677.667000	0.532984	29.996642
8721.442000	1677.344000	0.532418	29.996581
8721.578000	1677.890000	0.533017	29.993179
8721.724000	1677.930000	0.532651	29.991666
8721.880000	1677.849000	0.532812	29.991222
8722.006000	1677.991000	0.532780	29.992731
8722.132000	1678.052000	0.532491	29.995762
8722.258000	1677.890000	0.532804	29.997074
8722.394000	1678.254000	0.532151	29.999436
8722.520000	1677.870000	0.532764	30.001720
8722.656000	1678.052000	0.533185	30.004184
8722.812000	1677.890000	0.532577	30.007996
8722.948000	1678.274000	0.532535	30.010010
8723.074000	1678.153000	0.532579	30.010619
8723.200000	1678.254000	0.532733	30.010423
8723.336000	1678.376000	0.532190	30.010149
8723.472000	1678.376000	0.532507	30.011234
8723.608000	1678.436000	0.533488	30.009430
8723.754000	1678.396000	0.532755	30.009211
8723.880000	1678.477000	0.532306	30.008113
8724.006000	1678.720000	0.532244	30.008333
8724.152000	1678.578000	0.533472	30.006513
8724.278000	1678.477000	0.533318	30.006629
8724.414000	1678.618000	0.532284	30.006467
8724.550000	1679.023000	0.532405	30.007044
8724.696000	1678.922000	0.532772	30.005751
8724.822000	1678.760000	0.532118	30.005472
8724.958000	1678.477000	0.531878	30.004312
8725.094000	1678.558000	0.532116	30.004732
8725.250000	1678.578000	0.532073	30.004967
8725.386000	1679.043000	0.532592	30.004523
8725.512000	1678.720000	0.532190	30.005764
8725.648000	1678.457000	0.532020	30.004878
8725.774000	1678.821000	0.531956	30.005261
8725.910000	1679.104000	0.531861	30.006247
8726.036000	1678.740000	0.531655	30.006187
8726.162000	1678.659000	0.532050	30.004508
8726.308000	1678.598000	0.531554	30.005656
8726.444000	1678.720000	0.531888	30.005074
8726.580000	1678.841000	0.532117	30.005917
8726.726000	1678.962000	0.532670	30.005702
8726.882000	1678.760000	0.532523	30.004596
8727.008000	1678.740000	0.532003	30.004179
8727.134000	1678.942000	0.532620	30.004433
8727.280000	1678.821000	0.532139	30.003950
8727.416000	1679.145000	0.532455	30.001430
8727.542000	1678.962000	0.532148	29.998883
8727.668000	1679.145000	0.532475	29.996738
8727.794000	1678.841000	0.532987	29.993835
8727.920000	1678.983000	0.532812	29.993981
8728.046000	1679.064000	0.532649	29.990790
8728.172000	1679.145000	0.532354	29.989470
8728.308000	1679.327000	0.532367	29.988717
8728.434000	1679.104000	0.532479	29.987747
8728.570000	1679.104000	0.532041	29.989656
8728.706000	1679.185000	0.532112	29.993429
8728.842000	1679.226000	0.531941	29.995237
8728.978000	1679.327000	0.532291	29.996544
8729.124000	1679.266000	0.532954	29.996456
8729.250000	1679.266000	0.532577	29.995586
8729.376000	1679.468000	0.532482	29.994816
8729.522000	1679.549000	0.532805	29.992966
8729.648000	1679.590000	0.532504	29.992113
8729.784000	1679.266000	0.532577	29.991451
8729.920000	1679.509000	0.532858	29.988934
8730.056000	1679.448000	0.532985	29.989256
8730.192000	1679.590000	0.532595	29.991717
8730.328000	1679.590000	0.532706	29.993581
8730.464000	1679.671000	0.532750	29.993280
8730.610000	1679.590000	0.531522	29.992324
8730.736000	1679.812000	0.532422	29.992546
8730.872000	1679.489000	0.532699	29.993672
8731.028000	1679.792000	0.532697	29.994655
8731.164000	1679.610000	0.532795	29.993550
8731.290000	1679.650000	0.532998	29.991913
8731.416000	1679.711000	0.532752	29.991022
8731.562000	1679.590000	0.532620	29.991026
8731.688000	1679.994000	0.533614	29.991451
8731.814000	1679.772000	0.532971	29.990591
8731.950000	1679.914000	0.532851	29.990071
8732.086000	1679.994000	0.533159	29.989844
8732.222000	1680.156000	0.533412	29.990524
8732.378000	1679.812000	0.532528	29.990370
8732.504000	1680.156000	0.533531	29.989428
8732.640000	1680.055000	0.532989	29.991001
8732.766000	1679.974000	0.533042	29.991187
8732.902000	1679.934000	0.532877	29.992799
8733.038000	1680.055000	0.532537	29.993714
8733.174000	1680.258000	0.532476	29.994793
8733.310000	1680.055000	0.532960	29.995106
8733.436000	1680.096000	0.532966	29.996592
8733.572000	1679.954000	0.533261	29.995993
8733.708000	1680.177000	0.532363	30.000030
8733.844000	1680.258000	0.532519	29.998829
8733.990000	1680.136000	0.532444	29.998775
8734.126000	1680.399000	0.532651	30.000613
8734.252000	1680.217000	0.532356	30.002061
8734.398000	1680.379000	0.532696	30.003915
8734.524000	1680.258000	0.532486	30.005889
8734.660000	1680.521000	0.532149	30.005813
8734.796000	1680.703000	0.532403	30.008228
8734.942000	1680.521000	0.532443	30.009990
8735.068000	1680.561000	0.532680	30.009648
8735.194000	1680.763000	0.532206	30.011608
8735.320000	1680.440000	0.532415	30.008897
8735.466000	1680.642000	0.532742	30.007745
8735.602000	1680.581000	0.532162	30.007477
8735.738000	1680.662000	0.532916	30.005670
8735.884000	1680.703000	0.531967	30.005864
8736.030000	1680.844000	0.532758	30.004058
8736.156000	1681.107000	0.532608	30.002087
8736.282000	1680.966000	0.532964	30.000333
8736.418000	1681.026000	0.532524	30.001339
8736.554000	1680.885000	0.533339	29.999296
8736.690000	1680.885000	0.532854	29.999793
8736.826000	1680.905000	0.533386	29.999574
8736.962000	1680.946000	0.533243	29.998224
8737.098000	1681.188000	0.533544	29.999096
8737.224000	1680.885000	0.532730	29.999220
8737.370000	1681.209000	0.532753	29.999016
8737.526000	1681.168000	0.532572	29.999501
8737.662000	1681.249000	0.533054	29.999873
8737.798000	1681.107000	0.533047	29.997472
8737.924000	1681.148000	0.532289	29.994846
8738.050000	1681.269000	0.533066	29.993859
8738.186000	1681.067000	0.533204	29.992696
8738.312000	1681.411000	0.533370	29.991109
8738.458000	1681.451000	0.532823	29.991077
8738.584000	1681.209000	0.532950	29.991381
8738.710000	1681.411000	0.533713	29.990176
8738.836000	1681.047000	0.532931	29.989645
8738.962000	1681.411000	0.533459	29.992502
8739.098000	1681.512000	0.533442	29.992455
8739.224000	1681.411000	0.532447	29.993091
8739.400000	1681.593000	0.532683	29.991725
8739.556000	1681.350000	0.532457	29.990812
8739.692000	1681.411000	0.532751	29.991165
8739.828000	1681.512000	0.533176	29.990715
8739.954000	1681.350000	0.533023	29.988982
8740.080000	1681.451000	0.533099	29.989845
8740.216000	1681.553000	0.533096	29.989070
8740.342000	1681.674000	0.533340	29.989142
8740.488000	1681.816000	0.533219	29.991343
8740.614000	1681.816000	0.532629	29.990682
8740.740000	1681.512000	0.532568	29.991836
8740.896000	1681.674000	0.532749	29.993169
8741.022000	1681.836000	0.532141	29.991567
8741.158000	1681.775000	0.532171	29.991987
8741.284000	1681.937000	0.532255	29.992520
8741.430000	1681.836000	0.533040	29.991145
8741.566000	1682.099000	0.532659	29.991303
8741.702000	1681.937000	0.533329	29.992721
8741.828000	1681.715000	0.533056	29.992205
8741.964000	1681.755000	0.532294	29.993449
8742.110000	1681.674000	0.532550	29.993872
8742.236000	1682.059000	0.533125	29.992565
8742.392000	1681.978000	0.531887	29.993043
8742.518000	1682.018000	0.532016	29.994033
8742.644000	1682.079000	0.531994	29.994190
8742.770000	1682.079000	0.532378	29.992065
8742.906000	1682.038000	0.532012	29.992365
8743.042000	1682.342000	0.532154	29.992703
8743.178000	1682.018000	0.531948	29.991612
8743.314000	1682.099000	0.531981	29.991803
8743.450000	1682.382000	0.532330	29.991288
8743.586000	1682.018000	0.532435	29.988954
8743.722000	1682.261000	0.532490	29.988967
8743.888000	1682.382000	0.532931	29.986804
8744.014000	1682.322000	0.533053	29.986339
8744.140000	1682.119000	0.532253	29.986690
8744.266000	1682.362000	0.532428	29.985582
8744.402000	1682.342000	0.532974	29.983942
8744.528000	1682.564000	0.532951	29.985139
8744.664000	1682.403000	0.532314	29.984992
8744.800000	1682.767000	0.532723	29.988114
8744.936000	1682.767000	0.532200	29.990598
8745.072000	1682.504000	0.532473	29.991212
8745.208000	1682.767000	0.532919	29.989807
8745.344000	1682.747000	0.532497	29.991079
8745.480000	1682.585000	0.532481	29.990090
8745.616000	1682.726000	0.532570	29.991204
8745.742000	1683.010000	0.531990	29.992714
8745.898000	1682.767000	0.532578	29.990778
8746.024000	1682.929000	0.532033	29.991466
8746.160000	1683.111000	0.532308	29.990883
8746.286000	1682.605000	0.532565	29.993031
8746.422000	1682.827000	0.532873	29.993667
8746.558000	1683.030000	0.531753	29.995739
8746.694000	1682.767000	0.532098	29.996343
8746.830000	1682.747000	0.532558	29.996044
8746.966000	1683.050000	0.532228	29.998212
8747.112000	1682.888000	0.532090	30.000294
8747.238000	1682.949000	0.532228	30.000889
8747.374000	1683.030000	0.532498	30.000590
8747.500000	1682.706000	0.533024	29.998883
8747.626000	1683.171000	0.532535	29.998814
8747.772000	1683.010000	0.532357	29.999181
8747.908000	1683.333000	0.532484	29.997673
8748.044000	1683.171000	0.532444	29.996084
8748.180000	1683.414000	0.532238	29.994270
8748.326000	1683.111000	0.532244	29.995025
8748.462000	1683.151000	0.531897	29.996352
8748.588000	1683.192000	0.532245	29.997887
8748.724000	1683.070000	0.532189	29.996200
8748.892000	1683.414000	0.532554	29.997799
8749.018000	1683.455000	0.531666	30.001430
8749.154000	1683.354000	0.532631	30.004097
8749.290000	1683.475000	0.531706	30.006764
8749.436000	1683.313000	0.532161	30.006597
8749.572000	1683.414000	0.531355	30.007122
8749.708000	1683.718000	0.531841	30.008983
8749.834000	1683.718000	0.532241	30.006906
8749.990000	1683.657000	0.532198	30.004353
8750.116000	1683.576000	0.532039	30.000083
8750.252000	1683.718000	0.531929	29.998006
8750.388000	1683.475000	0.532083	29.995966
8750.524000	1683.617000	0.532105	29.994822
8750.650000	1683.738000	0.531307	29.994082
8750.786000	1683.698000	0.532320	29.995231
8750.922000	1683.596000	0.531897	29.995543
8751.058000	1683.738000	0.531789	29.995251
8751.194000	1683.839000	0.531968	29.995686
8751.330000	1683.738000	0.531831	29.993122
8751.466000	1683.819000	0.532298	29.992415
8751.622000	1683.839000	0.531449	29.990569
8751.748000	1683.880000	0.531508	29.989523
8751.894000	1683.819000	0.531640	29.989508
8752.020000	1683.839000	0.532134	29.989303
8752.156000	1683.738000	0.532292	29.988044
8752.282000	1683.981000	0.532360	29.989296
8752.428000	1683.799000	0.532462	29.988924
8752.584000	1684.325000	0.532773	29.988451
8752.720000	1684.102000	0.532081	29.985403
8752.866000	1684.021000	0.532524	29.984096
8753.002000	1684.224000	0.532134	29.982851
8753.148000	1684.204000	0.532559	29.981510
8753.274000	1683.839000	0.533025	29.982689
8753.400000	1684.224000	0.532613	29.983426
8753.526000	1684.507000	0.532404	29.984362
8753.662000	1684.264000	0.533024	29.985363
8753.798000	1684.406000	0.532019	29.985542
8753.934000	1684.426000	0.531782	29.985154
8754.080000	1684.446000	0.531994	29.986821
8754.216000	1684.325000	0.532398	29.986518
8754.372000	1684.527000	0.532374	29.985926
8754.498000	1684.487000	0.532508	29.984993
8754.644000	1684.669000	0.532427	29.985328
8754.780000	1684.628000	0.532084	29.986399
8754.916000	1684.507000	0.531834	29.985773
8755.042000	1684.446000	0.532526	29.985240
8755.168000	1684.426000	0.532925	29.985177
8755.294000	1684.426000	0.531622	29.984241
8755.430000	1684.386000	0.531594	29.984724
8755.576000	1684.730000	0.532489	29.984382
8755.702000	1684.689000	0.532189	29.984331
8755.828000	1684.709000	0.531421	29.984032
8755.964000	1684.811000	0.531672	29.986464
8756.110000	1684.932000	0.531683	29.986937
8756.246000	1684.811000	0.532245	29.989007
8756.372000	1684.831000	0.532177	29.991441
8756.518000	1684.932000	0.532092	29.992824
8756.654000	1684.628000	0.531742	29.993347
8756.780000	1684.709000	0.531653	29.994877
8756.916000	1684.608000	0.531496	29.994296
8757.042000	1684.608000	0.532019	29.993613
8757.178000	1684.790000	0.531668	29.993181
8757.314000	1685.013000	0.532215	29.990498
8757.450000	1684.892000	0.532484	29.991122
8757.586000	1684.851000	0.532511	29.990680
8757.722000	1685.094000	0.532173	29.992317
8757.868000	1684.993000	0.532083	29.992107
8758.004000	1684.932000	0.532557	29.992950
8758.130000	1685.134000	0.531959	29.995367
8758.266000	1685.094000	0.531864	29.996391
8758.402000	1684.912000	0.532179	29.997664
8758.548000	1685.236000	0.531287	29.998840
8758.684000	1685.256000	0.531791	29.998243
8758.810000	1685.478000	0.532026	29.997031
8758.946000	1685.478000	0.531811	29.996488
8759.072000	1685.418000	0.532511	29.995556
8759.208000	1685.236000	0.532755	29.994715
8759.344000	1685.296000	0.531848	29.995624
8759.490000	1685.559000	0.532425	29.994184
8759.616000	1685.377000	0.532096	29.994484
8759.752000	1685.337000	0.532357	29.994610
8759.888000	1685.580000	0.532905	29.995486
8760.024000	1685.438000	0.532652	29.997595
8760.160000	1685.600000	0.532990	29.996736
8760.286000	1685.580000	0.532851	29.997022
8760.432000	1685.580000	0.532865	29.998136
8760.558000	1685.620000	0.532439	29.997857
8760.694000	1685.883000	0.533050	29.996647
8760.830000	1685.843000	0.532713	29.996523
8760.986000	1685.640000	0.532103	29.997759
8761.112000	1685.660000	0.531995	29.998428
8761.248000	1685.822000	0.532655	29.998531
8761.384000	1685.883000	0.532158	29.996115
8761.520000	1685.640000	0.531991	29.996893
8761.646000	1685.944000	0.531701	29.998090
8761.782000	1685.863000	0.532330	29.997881
8761.918000	1686.126000	0.532225	29.998285
8762.044000	1685.681000	0.532477	29.997979
8762.170000	1685.964000	0.532785	29.996818
8762.296000	1686.146000	0.532266	29.998136
8762.422000	1685.782000	0.532487	29.998395
8762.558000	1686.308000	0.532007	29.996047
8762.684000	1686.369000	0.532009	29.995961
8762.830000	1686.348000	0.532563	29.995661
8762.956000	1686.389000	0.532270	29.994304
8763.092000	1686.247000	0.532502	29.995779
8763.228000	1686.328000	0.531682	29.993428
8763.374000	1686.085000	0.531953	29.993124
8763.500000	1686.591000	0.532055	29.995443
8763.626000	1686.004000	0.532608	29.995181
8763.772000	1686.065000	0.532509	29.994552
8763.898000	1686.227000	0.532382	29.998888
8764.024000	1686.490000	0.532665	29.999879
8764.150000	1686.429000	0.532320	30.000198
8764.276000	1686.328000	0.532837	30.000815
8764.412000	1686.672000	0.532012	30.002436
8764.538000	1686.510000	0.532338	30.003177
8764.674000	1686.612000	0.532462	30.005361
8764.810000	1686.490000	0.531935	30.004328
8764.946000	1686.571000	0.532345	30.001825
8765.082000	1686.794000	0.531634	30.001382
8765.208000	1686.733000	0.532181	30.000422
8765.354000	1686.713000	0.531793	29.999886
8765.480000	1686.672000	0.532541	29.997493
8765.616000	1686.652000	0.532547	29.991814
8765.752000	1686.652000	0.531919	29.989389
8765.898000	1687.138000	0.532127	29.992133
8766.024000	1686.652000	0.532156	29.990885
8766.170000	1686.693000	0.532441	29.992782
8766.306000	1687.016000	0.531508	29.995141
8766.442000	1686.854000	0.532009	29.997452
8766.568000	1686.814000	0.531494	30.000508
8766.704000	1686.895000	0.532313	30.006564
8766.840000	1687.037000	0.532436	30.006145
8766.976000	1687.057000	0.531219	30.009206
8767.132000	1687.178000	0.531395	30.009704
8767.258000	1686.976000	0.531856	30.011053
8767.384000	1687.037000	0.531504	30.009783
8767.520000	1687.300000	0.531809	30.009521
8767.666000	1687.279000	0.531982	30.009232
8767.802000	1687.340000	0.531624	30.009134
8767.928000	1687.300000	0.531826	30.006647
8768.054000	1687.259000	0.531501	30.005869
8768.180000	1687.057000	0.531750	30.003812
8768.306000	1686.915000	0.531921	30.003740
8768.432000	1687.401000	0.531337	30.005421
8768.568000	1687.300000	0.531563	30.004507
8768.694000	1687.320000	0.530994	30.005499
8768.830000	1687.198000	0.531820	30.006591
8768.976000	1687.482000	0.531433	30.008831
8769.112000	1687.340000	0.530788	30.011704
8769.238000	1687.320000	0.531313	30.011842
8769.384000	1687.037000	0.531834	30.009523
8769.510000	1687.522000	0.531879	30.007414
8769.636000	1687.603000	0.531579	30.005510
8769.772000	1687.360000	0.531362	30.001532
8769.918000	1687.563000	0.531161	29.999501
8770.054000	1687.502000	0.531459	29.998843
8770.180000	1687.300000	0.531403	29.996192
8770.316000	1687.502000	0.531136	29.997301
8770.452000	1687.704000	0.531496	29.998202
8770.588000	1687.826000	0.531553	29.997396
8770.724000	1687.441000	0.531653	29.998938
8770.870000	1687.644000	0.531474	29.998528
8771.016000	1687.886000	0.531631	29.999212
8771.142000	1687.988000	0.530999	30.000575
8771.268000	1687.725000	0.530686	30.002019
8771.404000	1687.886000	0.531787	30.002638
8771.540000	1687.988000	0.531051	30.004433
8771.666000	1688.089000	0.531080	30.004867
8771.792000	1687.947000	0.531546	30.006986
8771.918000	1687.988000	0.531425	30.007330
8772.054000	1687.907000	0.531642	30.007803
8772.180000	1688.069000	0.531378	30.006900
8772.326000	1688.028000	0.531481	30.007403
8772.462000	1687.704000	0.531902	30.006189
8772.608000	1688.069000	0.531805	30.002783
8772.744000	1688.048000	0.531895	29.999441
8772.880000	1688.028000	0.531719	29.998832
8773.006000	1688.271000	0.531484	29.998282
8773.132000	1688.332000	0.531926	29.997907
8773.258000	1687.907000	0.532347	29.996745
8773.394000	1688.069000	0.531810	29.994429
8773.520000	1688.048000	0.531855	29.995014
8773.656000	1688.149000	0.532491	29.995278
8773.792000	1688.392000	0.531988	29.997577
8773.928000	1688.352000	0.531765	29.996464
8774.064000	1688.230000	0.531413	29.993377
8774.210000	1688.615000	0.532085	29.993712
8774.366000	1688.392000	0.531531	29.993949
8774.492000	1688.190000	0.531592	29.995495
8774.618000	1688.676000	0.531481	29.996222
8774.764000	1688.433000	0.531747	29.995223
8774.890000	1688.817000	0.532183	29.995958
8775.016000	1688.817000	0.531597	30.000349
8775.152000	1688.453000	0.531033	30.000157
8775.278000	1688.534000	0.531303	30.000774
8775.424000	1688.554000	0.532526	30.001793
8775.550000	1688.777000	0.531967	30.003140
8775.686000	1688.534000	0.531547	30.001453
8775.822000	1688.716000	0.531316	29.999886
8775.958000	1688.595000	0.531697	29.999726
8776.104000	1688.736000	0.531570	29.997671
8776.240000	1688.837000	0.531322	29.996028
8776.366000	1688.918000	0.531881	29.997339
8776.492000	1688.939000	0.532578	29.993879
8776.638000	1689.060000	0.531612	29.994065
8776.794000	1688.797000	0.531935	29.993139
8776.920000	1688.898000	0.531969	29.993388
8777.056000	1688.959000	0.532134	29.993758
8777.182000	1688.979000	0.532248	29.994630
8777.308000	1689.020000	0.532318	29.994021
8777.444000	1689.080000	0.531549	29.994639
8777.580000	1688.878000	0.532779	29.996305
8777.726000	1689.161000	0.531968	29.998093
8777.852000	1689.323000	0.532094	29.998393
8777.988000	1689.040000	0.531886	29.998410
8778.124000	1689.080000	0.531487	29.999421
8778.260000	1689.121000	0.531349	29.999692
8778.396000	1689.303000	0.531514	29.999914
8778.522000	1689.040000	0.531765	29.996099
8778.668000	1689.505000	0.532080	29.996350
8778.794000	1689.161000	0.531830	29.995687
8778.930000	1689.323000	0.531840	29.996166
8779.066000	1689.546000	0.531702	29.995573
8779.202000	1689.566000	0.532362	29.995679
8779.358000	1689.283000	0.531961	29.996811
8779.484000	1689.505000	0.531693	29.998805
8779.610000	1689.647000	0.531757	30.003009
8779.756000	1689.364000	0.531707	30.005393
8779.882000	1689.161000	0.531531	30.006515
8780.008000	1689.667000	0.531349	30.009762
8780.144000	1689.546000	0.531766	30.010565
8780.280000	1689.606000	0.530879	30.012310
8780.406000	1689.606000	0.532162	30.010464
8780.532000	1689.991000	0.531687	30.011469
8780.658000	1689.485000	0.532064	30.007813
8780.794000	1689.505000	0.531410	30.004783
8780.920000	1689.768000	0.532001	30.001768
8781.066000	1689.627000	0.532322	30.000867
8781.192000	1689.627000	0.531833	29.999003
8781.328000	1689.809000	0.531448	29.999366
8781.464000	1689.687000	0.532391	29.998520
8781.610000	1689.647000	0.531291	29.998760
8781.736000	1689.809000	0.532356	29.998438
8781.862000	1689.849000	0.531971	29.998862
8782.008000	1689.627000	0.531836	29.999064
8782.134000	1690.112000	0.531971	29.999868
8782.270000	1689.829000	0.531839	29.999916
8782.406000	1689.950000	0.531620	30.001403
8782.542000	1689.829000	0.532006	30.001083
8782.678000	1690.193000	0.531685	30.002054
8782.814000	1689.849000	0.532166	30.004386
8782.950000	1690.112000	0.531282	30.005150
8783.106000	1690.052000	0.531477	30.005772
8783.232000	1690.234000	0.531949	30.006657
8783.368000	1690.416000	0.531781	30.006549
8783.494000	1690.173000	0.530835	30.005674
8783.620000	1690.214000	0.532543	30.005238
8783.756000	1690.436000	0.532061	30.005678
8783.892000	1690.234000	0.532126	30.002541
8784.038000	1690.497000	0.531827	30.003246
8784.174000	1690.558000	0.532159	30.003616
8784.310000	1690.659000	0.532258	30.002502
8784.436000	1690.375000	0.531990	30.002728
8784.572000	1690.497000	0.531855	30.002009
8784.708000	1690.294000	0.531982	29.997771
8784.854000	1690.558000	0.531743	29.996591
8784.980000	1690.618000	0.531590	29.998543
8785.116000	1690.355000	0.532139	29.995795
8785.252000	1690.719000	0.532709	29.995636
8785.388000	1690.396000	0.531903	29.992668
8785.534000	1690.638000	0.531869	29.993363
8785.660000	1690.719000	0.531630	29.992983
8785.796000	1690.740000	0.532405	29.993813
8785.932000	1690.982000	0.532469	29.991614
8786.068000	1690.679000	0.531955	29.992697
8786.194000	1690.517000	0.532345	29.991192
8786.330000	1690.861000	0.532433	29.992391
8786.476000	1690.719000	0.532117	29.993033
8786.612000	1690.821000	0.531950	29.992926
8786.738000	1690.760000	0.532078	29.992201
8786.884000	1690.841000	0.532125	29.994502
8787.040000	1690.780000	0.531972	29.993800
8787.176000	1690.881000	0.532292	29.993926
8787.312000	1691.023000	0.531971	29.993083
8787.438000	1690.942000	0.531816	29.992422
8787.564000	1691.063000	0.531733	29.992825
8787.700000	1690.982000	0.532009	29.991436
8787.856000	1691.165000	0.532354	29.990295
8787.992000	1690.881000	0.532138	29.987953
8788.128000	1691.144000	0.531523	29.986640
8788.264000	1691.063000	0.532194	29.987915
8788.400000	1691.246000	0.531986	29.988716
8788.546000	1691.488000	0.532099	29.988682
8788.692000	1691.448000	0.532368	29.988340
8788.818000	1691.043000	0.532770	29.988016
8788.954000	1691.225000	0.533116	29.987644
8789.100000	1691.529000	0.532405	29.986257
8789.256000	1691.650000	0.532480	29.984379
8789.392000	1691.691000	0.532361	29.983724
8789.518000	1691.691000	0.532746	29.986940
8789.644000	1691.650000	0.532396	29.987453
8789.770000	1691.387000	0.532148	29.987550
8789.896000	1691.610000	0.532423	29.990634
8790.032000	1691.549000	0.531814	29.992694
8790.158000	1691.590000	0.531907	29.994589
8790.294000	1691.893000	0.532602	29.998418
8790.430000	1691.509000	0.532426	29.999557
8790.576000	1691.772000	0.532624	29.997341
8790.702000	1691.751000	0.531870	29.996428
8790.848000	1691.549000	0.531862	29.995860
8790.984000	1691.974000	0.532765	29.994217
8791.130000	1691.751000	0.532681	29.993699
8791.266000	1691.731000	0.531464	29.991348
8791.392000	1691.853000	0.532837	29.989862
8791.518000	1692.136000	0.531985	29.986334
8791.644000	1692.156000	0.532860	29.986069
8791.780000	1691.954000	0.532158	29.986263
8791.916000	1692.257000	0.532078	29.985675
8792.062000	1692.338000	0.532180	29.985360
8792.188000	1691.731000	0.532430	29.987048
8792.324000	1692.015000	0.531720	29.987651
8792.460000	1692.298000	0.532000	29.991403
8792.626000	1691.934000	0.531414	29.993229
8792.762000	1692.419000	0.531714	29.995154
8792.888000	1691.934000	0.531526	29.996847
8793.014000	1692.318000	0.532306	29.999240
8793.160000	1692.298000	0.531287	30.000055
8793.296000	1692.318000	0.531493	30.000967
8793.432000	1692.581000	0.531286	29.999076
8793.558000	1692.035000	0.531331	30.000510
8793.684000	1692.257000	0.531540	30.000410
8793.820000	1692.439000	0.531713	30.001169
8793.946000	1692.581000	0.531131	30.003729
8794.092000	1692.480000	0.531216	30.003268
8794.218000	1692.419000	0.531219	30.004964
8794.354000	1692.318000	0.532211	30.004499
8794.490000	1692.520000	0.530964	30.005512
8794.626000	1692.561000	0.531140	30.007028
8794.762000	1692.419000	0.531446	30.006898
8794.888000	1692.541000	0.531251	30.005427
8795.034000	1692.298000	0.531278	30.005993
8795.160000	1692.439000	0.531975	30.006110
