Time(s)	Displ(microns)	Friction	EffectiveNormalstress(MPa)
8120.609000	1557.831000	0.535074	29.994975
8120.735000	1557.568000	0.535203	29.997819
8120.871000	1557.791000	0.534573	29.999013
8120.997000	1557.710000	0.534754	29.998523
8121.133000	1557.770000	0.535130	30.003085
8121.259000	1557.649000	0.534886	30.002099
8121.395000	1557.588000	0.534403	30.001685
8121.531000	1557.730000	0.534446	30.002345
8121.667000	1557.770000	0.534442	30.002521
8121.803000	1558.074000	0.534168	30.003819
8121.939000	1557.831000	0.534852	30.002623
8122.075000	1557.791000	0.534344	30.001637
8122.211000	1558.135000	0.534690	29.998644
8122.367000	1558.114000	0.534541	29.998520
8122.493000	1558.377000	0.534990	29.996929
8122.649000	1558.054000	0.535261	29.994857
8122.775000	1557.973000	0.534496	29.992623
8122.901000	1557.932000	0.534106	29.992306
8123.027000	1558.155000	0.535254	29.991584
8123.163000	1558.033000	0.534797	29.991743
8123.289000	1557.770000	0.535205	29.992105
8123.425000	1558.054000	0.534572	29.993475
8123.581000	1558.114000	0.534056	29.994567
8123.717000	1558.155000	0.534574	29.994074
8123.863000	1557.993000	0.535401	29.992420
8123.999000	1558.256000	0.535186	29.992691
8124.145000	1558.438000	0.535622	29.992571
8124.281000	1558.398000	0.535361	29.992369
8124.407000	1558.094000	0.535287	29.991364
8124.533000	1558.094000	0.535554	29.992165
8124.659000	1558.539000	0.535156	29.992206
8124.785000	1558.418000	0.534973	29.993788
8124.921000	1558.297000	0.534629	29.994937
8125.047000	1558.458000	0.535023	29.995148
8125.183000	1558.580000	0.535038	29.996338
8125.319000	1558.479000	0.534703	29.996150
8125.455000	1558.377000	0.534659	29.996534
8125.611000	1558.297000	0.534639	29.994798
8125.747000	1558.479000	0.534768	29.995013
8125.873000	1558.802000	0.535191	29.996434
8126.009000	1558.398000	0.535185	29.995833
8126.135000	1558.620000	0.535395	29.994801
8126.261000	1558.661000	0.535817	29.995394
8126.397000	1558.762000	0.535214	29.996199
8126.543000	1559.025000	0.535326	29.995390
8126.679000	1558.782000	0.534751	29.994857
8126.805000	1558.681000	0.535837	29.994374
8126.941000	1558.863000	0.534993	29.993230
8127.077000	1558.883000	0.534783	29.995165
8127.213000	1558.701000	0.535045	29.994376
8127.359000	1558.944000	0.535664	29.994591
8127.495000	1558.904000	0.535300	29.994870
8127.621000	1559.167000	0.535875	29.996291
8127.757000	1558.904000	0.536039	29.996601
8127.893000	1558.964000	0.536137	29.997366
8128.049000	1558.964000	0.535348	29.998030
8128.175000	1559.126000	0.535557	29.999728
8128.301000	1559.227000	0.535181	30.000446
8128.437000	1559.126000	0.535550	29.998980
8128.563000	1559.329000	0.535278	29.997525
8128.699000	1559.065000	0.535016	29.996458
8128.835000	1558.944000	0.535065	29.994992
8128.981000	1559.146000	0.535048	29.993928
8129.117000	1559.551000	0.535496	29.992339
8129.253000	1559.349000	0.535604	29.990780
8129.389000	1559.268000	0.535082	29.990505
8129.525000	1559.470000	0.535449	29.992873
8129.651000	1559.490000	0.535349	29.994973
8129.787000	1559.227000	0.535685	29.994321
8129.933000	1559.409000	0.535332	29.995042
8130.079000	1559.450000	0.535085	29.996081
8130.215000	1559.753000	0.535592	29.995375
8130.371000	1559.551000	0.535322	29.995666
8130.497000	1559.673000	0.535682	29.994778
8130.643000	1559.409000	0.534956	29.992492
8130.769000	1559.794000	0.535468	29.993287
8130.905000	1559.753000	0.535546	29.992253
8131.041000	1559.612000	0.535552	29.992862
8131.177000	1559.733000	0.535445	29.993471
8131.313000	1559.632000	0.535770	29.994135
8131.439000	1559.774000	0.534813	29.993787
8131.585000	1559.652000	0.535842	29.994190
8131.711000	1559.652000	0.536135	29.995487
8131.857000	1559.693000	0.535489	29.994781
8131.993000	1560.158000	0.535144	29.994073
8132.139000	1560.017000	0.535693	29.993946
8132.275000	1559.855000	0.534705	29.993327
8132.401000	1559.713000	0.535631	29.992402
8132.527000	1560.178000	0.535591	29.992502
8132.663000	1560.057000	0.535630	29.992455
8132.799000	1559.895000	0.535554	29.993355
8132.935000	1560.077000	0.535106	29.995782
8133.071000	1560.017000	0.535938	29.995715
8133.197000	1560.219000	0.535860	29.994929
8133.323000	1560.158000	0.535515	29.994233
8133.449000	1560.401000	0.535179	29.994917
8133.575000	1560.158000	0.535857	29.994999
8133.711000	1560.118000	0.534891	29.995120
8133.867000	1560.421000	0.535409	29.994708
8134.013000	1560.300000	0.535684	29.995100
8134.149000	1560.098000	0.535125	29.994823
8134.285000	1560.239000	0.534940	29.995571
8134.421000	1560.361000	0.535450	29.995624
8134.577000	1560.603000	0.535739	29.997178
8134.733000	1560.320000	0.535964	29.996421
8134.869000	1560.765000	0.535984	29.996426
8135.005000	1560.522000	0.535604	29.997547
8135.131000	1560.543000	0.534870	29.997432
8135.267000	1560.583000	0.535205	29.997698
8135.403000	1560.563000	0.534960	29.998614
8135.539000	1560.543000	0.535042	29.998297
8135.675000	1560.482000	0.535219	29.997990
8135.811000	1560.340000	0.535985	29.998388
8135.947000	1560.705000	0.534773	29.998536
8136.083000	1560.684000	0.535411	29.998699
8136.219000	1560.705000	0.535190	29.997470
8136.365000	1560.725000	0.535565	29.995754
8136.491000	1560.725000	0.535078	29.996423
8136.627000	1560.826000	0.535808	29.994892
8136.763000	1560.765000	0.535546	29.994756
8136.889000	1560.866000	0.535447	29.993990
8137.025000	1561.069000	0.535434	29.993689
8137.161000	1560.765000	0.535511	29.993609
8137.297000	1561.089000	0.535089	29.993926
8137.433000	1561.089000	0.536081	29.992548
8137.569000	1561.231000	0.535513	29.992623
8137.705000	1561.170000	0.535884	29.992055
8137.861000	1561.130000	0.535790	29.991193
8137.987000	1560.866000	0.535610	29.990808
8138.133000	1560.866000	0.535946	29.991052
8138.259000	1561.028000	0.535337	29.992267
8138.385000	1561.069000	0.534978	29.993196
8138.521000	1561.494000	0.535878	29.994501
8138.657000	1561.352000	0.535648	29.995608
8138.793000	1561.130000	0.535722	29.996639
8138.929000	1561.413000	0.535326	29.997547
8139.065000	1561.352000	0.535458	29.998443
8139.201000	1561.312000	0.535065	29.996440
8139.337000	1561.433000	0.535335	29.995253
8139.463000	1561.676000	0.535554	29.994642
8139.609000	1561.716000	0.535263	29.994977
8139.765000	1561.514000	0.535518	29.993553
8139.891000	1561.413000	0.535132	29.992925
8140.017000	1561.595000	0.535796	29.990911
8140.153000	1561.818000	0.535410	29.993001
8140.279000	1561.291000	0.536082	29.994196
8140.415000	1561.818000	0.535305	29.995141
8140.551000	1561.474000	0.535769	29.990969
8140.697000	1561.777000	0.535381	29.991401
8140.823000	1561.716000	0.535955	29.990128
8140.949000	1561.838000	0.535701	29.991361
8141.085000	1561.615000	0.535821	29.992797
8141.221000	1561.757000	0.535541	29.989995
8141.367000	1562.060000	0.535424	29.990191
8141.493000	1561.858000	0.535370	29.991006
8141.639000	1561.737000	0.536391	29.991842
8141.765000	1562.040000	0.535376	29.992510
8141.901000	1561.919000	0.536553	29.991376
8142.037000	1562.182000	0.536188	29.989067
8142.173000	1561.797000	0.536293	29.990405
8142.309000	1561.979000	0.535684	29.990661
8142.445000	1562.121000	0.535101	29.991527
8142.581000	1561.959000	0.535387	29.994130
8142.727000	1561.919000	0.535672	29.994957
8142.853000	1561.919000	0.535577	29.995860
8142.989000	1562.283000	0.535613	29.996013
8143.125000	1561.939000	0.535103	29.997002
8143.251000	1562.283000	0.535310	29.998817
8143.387000	1562.485000	0.535042	29.998953
8143.523000	1561.979000	0.535622	29.994743
8143.669000	1562.040000	0.535485	29.994122
8143.795000	1562.323000	0.535401	29.994567
8143.931000	1562.688000	0.534951	29.997077
8144.067000	1562.344000	0.535601	29.994861
8144.203000	1562.485000	0.535148	29.993964
8144.349000	1562.425000	0.535819	29.991675
8144.475000	1562.364000	0.535307	29.992617
8144.631000	1562.283000	0.535990	29.991564
8144.767000	1562.364000	0.535134	29.993676
8144.893000	1562.384000	0.535587	29.991799
8145.019000	1562.465000	0.534702	29.992532
8145.165000	1562.465000	0.535570	29.994308
8145.301000	1562.303000	0.535631	29.993243
8145.427000	1562.526000	0.536030	29.995850
8145.553000	1562.384000	0.535584	29.999116
8145.689000	1562.465000	0.535764	29.998646
8145.825000	1562.870000	0.535773	29.997406
8145.961000	1562.566000	0.535971	29.999648
8146.127000	1562.647000	0.535549	29.996481
8146.263000	1562.384000	0.535307	29.997229
8146.399000	1562.344000	0.535506	29.996760
8146.535000	1562.789000	0.535496	29.995442
8146.671000	1562.931000	0.535239	29.997774
8146.807000	1562.566000	0.535465	29.996850
8146.943000	1562.850000	0.535210	29.996423
8147.079000	1562.789000	0.534967	29.995344
8147.225000	1562.991000	0.535176	29.996162
8147.361000	1562.870000	0.535017	29.996509
8147.487000	1563.214000	0.535541	29.994917
8147.633000	1563.194000	0.536062	29.995275
8147.769000	1562.991000	0.535860	29.996836
8147.905000	1562.951000	0.535869	29.997303
8148.031000	1562.850000	0.535950	29.998915
8148.157000	1563.275000	0.535920	29.998633
8148.293000	1563.295000	0.536020	29.998498
8148.429000	1563.113000	0.536065	29.999175
8148.565000	1563.153000	0.535639	30.000659
8148.701000	1563.052000	0.535812	29.999743
8148.857000	1563.477000	0.535075	30.000819
8148.983000	1563.457000	0.536481	29.999617
8149.119000	1563.396000	0.535673	30.001309
8149.255000	1563.538000	0.535551	30.004410
8149.391000	1563.234000	0.535190	30.004541
8149.517000	1563.558000	0.535094	30.004541
8149.643000	1563.416000	0.535099	30.004239
8149.779000	1563.376000	0.535504	30.002829
8149.915000	1563.376000	0.535068	30.001987
8150.051000	1563.679000	0.535473	29.999741
8150.187000	1563.558000	0.535971	29.999306
8150.323000	1563.578000	0.536169	29.996096
8150.459000	1563.639000	0.535562	29.995287
8150.605000	1563.882000	0.536018	29.995123
8150.761000	1563.821000	0.536166	29.993430
8150.887000	1563.517000	0.536472	29.994096
8151.013000	1563.416000	0.536153	29.993036
8151.149000	1563.760000	0.535625	29.992985
8151.275000	1563.295000	0.535424	29.993480
8151.401000	1563.942000	0.535877	29.992563
8151.537000	1563.517000	0.535858	29.995254
8151.693000	1563.902000	0.535582	29.996690
8151.849000	1563.720000	0.535698	29.998410
8151.985000	1563.882000	0.536333	29.999735
8152.121000	1564.104000	0.535411	30.000613
8152.257000	1563.841000	0.535383	30.001189
8152.403000	1563.740000	0.535890	30.001460
8152.539000	1563.619000	0.535544	30.003593
8152.665000	1564.003000	0.535813	30.003454
8152.801000	1563.983000	0.534786	30.006544
8152.937000	1564.023000	0.535598	30.007393
8153.063000	1563.841000	0.536031	30.008299
8153.189000	1564.104000	0.535341	30.008689
8153.315000	1563.983000	0.535821	30.009081
8153.441000	1564.327000	0.536039	30.007555
8153.577000	1564.104000	0.535350	30.005172
8153.723000	1564.286000	0.535893	30.005263
8153.849000	1564.185000	0.535983	30.002680
8153.985000	1564.307000	0.536062	30.001551
8154.121000	1564.226000	0.535834	30.001579
8154.247000	1564.185000	0.535905	30.000890
8154.383000	1564.205000	0.536211	30.002504
8154.519000	1564.165000	0.536800	30.003257
8154.665000	1564.408000	0.536018	30.001863
8154.791000	1564.549000	0.536274	30.001425
8154.917000	1564.185000	0.535996	30.001244
8155.053000	1564.448000	0.536855	29.999943
8155.189000	1564.509000	0.536791	29.999467
8155.315000	1564.286000	0.536585	29.999438
8155.441000	1564.671000	0.536377	29.995961
8155.567000	1564.651000	0.536158	29.993827
8155.703000	1564.630000	0.536403	29.994771
8155.849000	1564.630000	0.535957	29.995372
8155.985000	1564.914000	0.536264	29.994256
8156.131000	1564.934000	0.535847	29.995208
8156.267000	1564.792000	0.536453	29.995102
8156.403000	1564.833000	0.536597	29.995394
8156.529000	1564.914000	0.536123	29.995437
8156.655000	1564.974000	0.536739	29.996647
8156.791000	1564.934000	0.536030	29.997060
8156.917000	1564.833000	0.536865	29.999544
8157.063000	1564.731000	0.536561	29.999599
8157.189000	1565.156000	0.536840	30.000733
8157.315000	1564.752000	0.536260	29.999564
8157.441000	1564.974000	0.536597	29.999732
8157.567000	1564.995000	0.536939	29.999625
8157.693000	1564.914000	0.536287	30.000150
8157.829000	1565.076000	0.536741	30.000103
8157.955000	1565.217000	0.537010	29.998086
8158.101000	1564.995000	0.536016	29.997794
8158.227000	1565.177000	0.537017	29.998661
8158.383000	1565.339000	0.536440	29.999167
8158.509000	1565.379000	0.536688	29.999018
8158.645000	1565.298000	0.537097	29.998450
8158.771000	1565.055000	0.537202	29.997949
8158.907000	1565.359000	0.536934	29.999056
8159.043000	1565.015000	0.535928	29.996632
8159.169000	1565.217000	0.536320	29.997788
8159.315000	1565.399000	0.536048	29.998191
8159.441000	1565.521000	0.535969	29.998390
8159.577000	1565.237000	0.536655	29.998090
8159.713000	1565.581000	0.535883	30.000641
8159.859000	1564.934000	0.536022	30.000279
8159.985000	1565.420000	0.535813	30.002099
8160.121000	1565.339000	0.536134	30.002967
8160.257000	1565.480000	0.535384	30.001822
8160.393000	1565.683000	0.535507	30.001345
8160.529000	1565.379000	0.536453	30.001259
8160.665000	1565.480000	0.536307	30.001958
8160.801000	1565.683000	0.536376	30.001395
8160.927000	1565.865000	0.536392	30.002478
8161.063000	1565.217000	0.535997	30.003379
8161.199000	1565.480000	0.536620	30.006119
8161.375000	1565.764000	0.536372	30.008129
8161.511000	1566.108000	0.536029	30.010096
8161.647000	1565.804000	0.536109	30.009943
8161.783000	1565.723000	0.536887	30.010730
8161.919000	1566.047000	0.536780	30.011346
8162.055000	1566.128000	0.536029	30.010245
8162.191000	1565.784000	0.537331	30.007584
8162.327000	1565.844000	0.537097	30.002532
8162.473000	1566.087000	0.536876	29.999519
8162.599000	1566.249000	0.536982	29.998936
8162.735000	1565.844000	0.536907	29.994348
8162.871000	1565.925000	0.536908	29.992443
8163.037000	1566.168000	0.536651	29.989361
8163.173000	1566.108000	0.537143	29.988358
8163.309000	1566.310000	0.537029	29.987455
8163.445000	1566.067000	0.536395	29.988798
8163.591000	1566.229000	0.536788	29.988949
8163.727000	1566.168000	0.537082	29.990209
8163.853000	1566.087000	0.536808	29.989731
8163.989000	1566.371000	0.537419	29.990249
8164.125000	1566.027000	0.536472	29.993964
8164.261000	1566.087000	0.537094	29.996731
8164.397000	1566.269000	0.536178	29.998956
8164.533000	1566.431000	0.536711	30.001445
8164.669000	1566.067000	0.536413	30.002170
8164.795000	1566.067000	0.536172	30.003774
8164.931000	1566.411000	0.536059	30.004667
8165.067000	1566.209000	0.535616	30.003305
8165.203000	1566.573000	0.536342	30.002900
8165.349000	1566.472000	0.536696	29.999587
8165.475000	1566.532000	0.537302	30.000376
8165.621000	1566.452000	0.536959	29.997832
8165.757000	1566.472000	0.536590	29.993835
8165.883000	1566.735000	0.536898	29.993493
8166.009000	1566.654000	0.536386	29.993541
8166.145000	1566.411000	0.537417	29.994802
8166.281000	1566.553000	0.537370	29.994366
8166.417000	1566.553000	0.537429	29.990664
8166.563000	1566.391000	0.537640	29.992297
8166.699000	1566.775000	0.537317	29.992407
8166.845000	1566.593000	0.538137	29.992924
8166.981000	1566.573000	0.537523	29.993432
8167.127000	1566.796000	0.537584	29.991438
8167.263000	1566.634000	0.537835	29.991173
8167.399000	1566.796000	0.538294	29.991785
8167.525000	1566.735000	0.537818	29.991037
8167.651000	1566.897000	0.537986	29.991074
8167.777000	1566.957000	0.538250	29.990130
8167.913000	1567.342000	0.538112	29.990365
8168.059000	1566.998000	0.537993	29.988758
8168.185000	1567.200000	0.538090	29.988542
8168.311000	1566.917000	0.537502	29.988576
8168.447000	1567.322000	0.538102	29.987850
8168.593000	1567.140000	0.537954	29.986776
8168.729000	1566.978000	0.538250	29.985303
8168.855000	1567.119000	0.538096	29.985469
8168.991000	1567.220000	0.538069	29.985904
8169.127000	1567.382000	0.538108	29.987675
8169.263000	1567.301000	0.538328	29.988016
8169.399000	1567.261000	0.538085	29.987933
8169.525000	1567.342000	0.537901	29.987719
8169.661000	1567.160000	0.538375	29.991202
8169.797000	1567.180000	0.538201	29.991338
8169.933000	1567.443000	0.538768	29.990322
8170.069000	1567.362000	0.538865	29.989220
8170.205000	1567.645000	0.539073	29.989107
8170.341000	1567.504000	0.538407	29.988340
8170.477000	1567.484000	0.538193	29.988539
8170.613000	1567.645000	0.538296	29.988058
8170.749000	1567.423000	0.538829	29.986075
8170.885000	1567.726000	0.538006	29.987454
8171.031000	1567.706000	0.538663	29.988569
8171.157000	1567.645000	0.538439	29.988551
8171.283000	1567.605000	0.538585	29.988893
8171.419000	1567.443000	0.538671	29.991216
8171.555000	1567.807000	0.538839	29.990609
8171.691000	1567.989000	0.538186	29.991233
8171.837000	1567.625000	0.538181	29.993448
8171.973000	1567.909000	0.538090	29.993438
8172.099000	1567.989000	0.538301	29.995150
8172.235000	1567.807000	0.538559	29.996438
8172.371000	1567.868000	0.538724	29.997638
8172.507000	1567.989000	0.537823	29.999159
8172.643000	1567.909000	0.538159	29.999340
8172.779000	1568.050000	0.537743	29.998426
8172.915000	1567.929000	0.538136	29.998510
8173.051000	1568.131000	0.538001	29.995895
8173.187000	1568.172000	0.537544	29.995137
8173.323000	1568.131000	0.538035	29.994190
8173.469000	1568.070000	0.538358	29.994065
8173.605000	1568.050000	0.538616	29.993471
8173.731000	1568.293000	0.538291	29.993694
8173.857000	1568.212000	0.537921	29.992495
8174.003000	1568.192000	0.537861	29.995355
8174.129000	1568.374000	0.537523	29.996154
8174.255000	1568.333000	0.538283	29.998714
8174.381000	1568.232000	0.537971	29.998299
8174.507000	1568.516000	0.537866	29.998885
8174.633000	1568.111000	0.538443	30.000178
8174.769000	1568.273000	0.538550	29.999564
8174.905000	1568.313000	0.538333	30.000923
8175.041000	1568.455000	0.538343	30.002239
8175.177000	1568.617000	0.538417	30.002302
8175.313000	1568.232000	0.538344	30.002184
8175.439000	1568.354000	0.538006	30.002172
8175.595000	1568.698000	0.538701	30.005094
8175.721000	1568.354000	0.538209	30.006113
8175.877000	1568.981000	0.538460	30.008568
8176.003000	1568.597000	0.538351	30.008368
8176.129000	1568.779000	0.537783	30.010291
8176.255000	1568.677000	0.537935	30.011113
8176.391000	1568.758000	0.538309	30.012071
8176.527000	1568.597000	0.538326	30.009441
8176.663000	1568.354000	0.538625	30.008640
8176.809000	1568.718000	0.538353	30.006272
8176.945000	1569.021000	0.539302	30.000636
8177.101000	1568.819000	0.538768	29.999056
8177.227000	1569.102000	0.538717	29.998785
8177.373000	1568.819000	0.538484	29.999114
8177.509000	1568.860000	0.538126	30.000898
8177.645000	1569.062000	0.538489	30.003359
8177.781000	1569.183000	0.538190	30.005009
8177.927000	1569.021000	0.538374	30.005243
8178.063000	1569.021000	0.538180	30.005444
8178.189000	1569.244000	0.538632	30.004557
8178.345000	1569.021000	0.538499	30.005408
8178.471000	1569.345000	0.538352	30.004284
8178.607000	1569.143000	0.537390	30.004131
8178.733000	1569.143000	0.538253	30.005168
8178.859000	1569.264000	0.538087	30.004910
8178.985000	1569.143000	0.538685	30.005227
8179.111000	1569.264000	0.538046	30.001588
8179.237000	1569.082000	0.538677	29.998622
8179.373000	1569.183000	0.538385	29.998277
8179.499000	1569.629000	0.537832	30.000389
8179.635000	1569.507000	0.538672	30.002687
8179.771000	1569.183000	0.538246	30.001458
8179.907000	1569.163000	0.538391	30.003631
8180.043000	1569.446000	0.537802	30.010036
8180.179000	1569.406000	0.538083	30.011889
8180.315000	1569.608000	0.538214	30.010974
8180.451000	1569.406000	0.538264	30.008512
8180.597000	1569.649000	0.538537	30.005379
8180.723000	1569.426000	0.538903	30.002334
8180.859000	1569.224000	0.538813	30.001206
8180.985000	1569.871000	0.538942	29.999645
8181.121000	1569.588000	0.538613	29.998267
8181.267000	1569.608000	0.538890	30.000304
8181.403000	1569.709000	0.538137	30.000268
8181.529000	1569.871000	0.538748	30.003590
8181.665000	1569.548000	0.538995	30.005342
8181.801000	1569.426000	0.538640	30.007833
8181.937000	1569.790000	0.538463	30.009833
8182.093000	1569.932000	0.538360	30.011090
8182.219000	1569.932000	0.538135	30.009177
8182.375000	1569.831000	0.539055	30.008406
8182.521000	1569.790000	0.538819	30.007025
8182.647000	1570.134000	0.538393	30.003882
8182.783000	1570.215000	0.538836	29.999896
8182.929000	1570.114000	0.538601	29.997573
8183.095000	1570.134000	0.538710	29.995126
8183.231000	1570.296000	0.539067	29.993447
8183.367000	1570.215000	0.539051	29.992500
8183.503000	1570.276000	0.538769	29.992457
8183.639000	1570.236000	0.538723	29.991974
8183.775000	1570.033000	0.539190	29.993121
8183.911000	1570.195000	0.538574	29.991852
8184.057000	1570.357000	0.538838	29.991894
8184.193000	1570.215000	0.538784	29.990904
8184.339000	1570.155000	0.539560	29.990841
8184.465000	1570.357000	0.539270	29.990282
8184.621000	1570.215000	0.539023	29.990368
8184.757000	1570.215000	0.539200	29.987440
8184.893000	1570.478000	0.539114	29.987126
8185.029000	1570.580000	0.539663	29.987136
8185.175000	1570.398000	0.538917	29.988536
8185.301000	1571.005000	0.538806	29.990289
8185.437000	1570.499000	0.538872	29.993493
8185.583000	1570.661000	0.539439	29.994376
8185.719000	1570.620000	0.538857	29.996914
8185.845000	1570.822000	0.538929	30.002395
8185.971000	1570.701000	0.538857	30.003983
8186.117000	1570.822000	0.538891	30.004963
8186.253000	1570.843000	0.538841	30.005382
8186.389000	1570.681000	0.538261	30.004144
8186.515000	1570.580000	0.538141	30.005217
8186.651000	1570.782000	0.538353	30.003161
8186.787000	1570.762000	0.538462	30.003327
8186.923000	1570.782000	0.538077	30.000947
8187.059000	1570.883000	0.538563	30.002123
8187.205000	1570.944000	0.538381	30.001954
8187.341000	1570.742000	0.538183	30.000738
8187.477000	1570.721000	0.538237	30.001858
8187.613000	1571.187000	0.537950	30.003923
8187.739000	1571.086000	0.537944	30.009594
8187.875000	1571.328000	0.538236	30.011019
8188.001000	1571.207000	0.538849	30.013177
8188.147000	1571.166000	0.538588	30.013781
8188.273000	1571.470000	0.538231	30.014384
8188.409000	1571.247000	0.538792	30.014395
8188.545000	1571.389000	0.538350	30.010934
8188.681000	1571.126000	0.538166	30.006882
8188.817000	1571.268000	0.538244	30.002089
8188.953000	1571.389000	0.538757	29.995608
8189.109000	1571.207000	0.539313	29.994241
8189.235000	1571.268000	0.538575	29.991660
8189.361000	1571.328000	0.538494	29.990149
8189.487000	1571.430000	0.538793	29.990466
8189.613000	1571.430000	0.539256	29.991072
8189.739000	1571.409000	0.538094	29.992620
8189.865000	1571.288000	0.539196	29.993348
8190.021000	1571.369000	0.538405	29.994326
8190.147000	1571.328000	0.538422	29.992731
8190.273000	1571.672000	0.538944	29.992196
8190.399000	1571.551000	0.538954	29.991768
8190.535000	1571.571000	0.538668	29.991924
8190.671000	1571.510000	0.539132	29.992299
8190.807000	1571.672000	0.539500	29.990032
8190.953000	1571.875000	0.539053	29.989711
